Município;Qtd Dose
BRODOWSKI;3186
BREJO ALEGRE;456
BRAUNA;938
BRAGANÇA PAULISTA;22838
BOTUCATU;26749
BOREBI;288
BORBOREMA;1820
BORACÉIA;544
BORÁ;162
BOM SUCESSO DE ITARARÉ;300
BOM JESUS DOS PERDOES;2094
BOITUVA;5356
BOFETE;1176
BOCAINA;1098
BOA ESPERANÇA DO SUL;1152
BIRITIBA MIRIM;1624
BIRIGUI;14712
BILAC;1371
BERTIOGA;5696
BERNARDINO DE CAMPOS;1842
BENTO DE ABREU;304
BEBEDOURO;9735
BAURU;59578
BATATAIS;8307
BASTOS;2078
BARUERI;24412
BARRINHA;2568
BARRETOS;22384
BARRA DO TURVO;2218
BARRA DO CHAPÉU;536
BARRA BONITA;4386
BARIRI;4330
BARBOSA;860
BARÃO DE ANTONINA;584
BANANAL;1698
BALSAMO;1373
BALBINOS;280
BADY BASSITT;2292
AVARÉ;12913
AVANHANDAVA;1014
AVAÍ;1356
AURIFLAMA;2327
ATIBAIA;20780
ASSIS;16997
ASPÁSIA;258
ARUJA;5116
ARTUR NOGUEIRA;5062
ARIRANHA;1217
AREIÓPOLIS;950
AREIAS;570
AREALVA;1063
ARCO-IRIS;609
ARARAS;17296
ARARAQUARA;32676
ARAPEI;364
ARANDU;697
ARAMINA;666
ARAÇOIABA DA SERRA;3375
ARAÇATUBA;32559
ARAÇARIGUAMA;1434
APIAÍ;2394
APARECIDA D'OESTE;706
APARECIDA;4318
ANHUMAS;456
ANHEMBI;660
ANGATUBA;2597
ANDRADINA;9415
ANALÂNDIA;568
AMPARO;10496
AMERICO DE CAMPOS;934
AMÉRICO BRASILIENSE;4025
AMERICANA;30830
ALVINLANDIA;312
ALVARO DE CARVALHO;390
ÁLVARES MACHADO;2511
ALVARES FLORENCE;684
ALUMÍNIO;1424
ALTO ALEGRE;800
ALTINOPOLIS;2498
ALTAIR;422
ALFREDO MARCONDES;746
ALAMBARI;584
AGUDOS;6040
ÁGUAS DE SÃO PEDRO;926
ÁGUAS DE SANTA BÁRBARA;813
AGUAS DE LINDOIA;2569
AGUAS DA PRATA;1424
AGUAI;3518
ADOLFO;583
ADAMANTINA;5635
