Município;Qtd Dose
SÃO CAETANO DO SUL;36936
SÃO BERNARDO DO CAMPO;84528
SAO BENTO DO SAPUCAI;1180
SANTOS;79919
SANTOPOLIS DO AGUAPEI;406
SANTO EXPEDITO;378
SANTO ANTONIO DO PINHAL;576
SANTO ANTONIO DO JARDIM;692
SANTO ANTONIO DO ARACANGUA;732
SANTO ANTONIO DE POSSE;2084
SANTO ANTONIO DA ALEGRIA;828
SANTO ANDRÉ;93208
SANTO ANASTÁCIO;2423
SANTANA DE PARNAIBA;9984
SANTANA DA PONTE PENSA;207
SANTA SALETE;268
SANTA ROSA DE VITERBO;2795
SANTA RITA DO PASSA QUATRO;4240
SANTA RITA D'OESTE;285
SANTA MERCEDES;342
SANTA MARIA DA SERRA;608
SANTA LÚCIA;532
SANTA ISABEL;3737
SANTA GERTRUDES;1714
SANTA FÉ DO SUL;5382
SANTA ERNESTINA;364
SANTA CRUZ DO RIO PARDO;5239
SANTA CRUZ DAS PALMEIRAS;2916
SANTA CRUZ DA ESPERANÇA;268
SANTA CRUZ DA CONCEIÇÃO;610
SANTA CLARA D'OESTE;226
SANTA BRANCA;1358
SANTA BARBARA D'OESTE;15256
SANTA ALBERTINA;772
SANTA ADÉLIA;1722
SANDOVALINA;303
SALTO GRANDE;816
SALTO DE PIRAPORA;4346
SALTO;11209
SALTINHO;685
SALMOURÃO;454
SALESOPOLIS;1223
SALES OLIVEIRA;1409
SALES;554
SAGRES;246
SABINO;737
RUBINÉIA;348
RUBIACEA;268
ROSEIRA;954
ROSANA;1740
RIVERSUL;583
RIOLANDIA;804
RIO GRANDE DA SERRA;3055
RIO DAS PEDRAS;2356
RIO CLARO;26746
RINOPOLIS;1106
RINCÃO;924
RIFAINA;414
RIBEIRÃO PRETO;86331
RIBEIRÃO PIRES;12377
RIBEIRÃO GRANDE;556
RIBEIRÃO DOS INDIOS;399
RIBEIRÃO DO SUL;448
RIBEIRÃO CORRENTE;406
RIBEIRAO BRANCO;1190
RIBEIRÃO BONITO;1033
RIBEIRA;378
RESTINGA;554
REGISTRO;6233
REGINÓPOLIS;698
REGENTE FEIJÓ;1589
REDENCAO DA SERRA;400
RANCHARIA;3088
RAFARD;868
QUINTANA;672
QUELUZ;824
QUEIROZ;298
QUATÁ;1292
QUADRA;259
PROMISSÃO;3824
PRESIDENTE VENCESLAU;5149
PRESIDENTE PRUDENTE;31949
PRESIDENTE EPITÁCIO;3619
PRESIDENTE BERNARDES;2304
PRESIDENTE ALVES;524
PRATÂNIA;369
PRAIA GRANDE;28034
PRADOPOLIS;1100
PRACINHA;217
POTIRENDABA;1942
POTIM;1572
PORTO FERREIRA;4725
PORTO FELIZ;4760
PORANGABA;1083
POPULINA;580
PONTES GESTAL;240
PONTALINDA;266
PONTAL;2654
PONGAI;410
POMPEIA;2691
POLONI;710
POA;8935
PLATINA;290
PLANALTO;449
PITANGUEIRAS;3258
PIRATININGA;2094
PIRASSUNUNGA;9456
PIRAPOZINHO;2415
PIRAPORA DO BOM JESUS;1395
PIRANGI;1198
PIRAJUÍ;3000
PIRAJÚ;3511
PIRACICABA;45294
PIRACAIA;2607
PIQUETE;1559
PIQUEROBI;588
PINHALZINHO;1446
PINDORAMA;2032
PINDAMONHANGABA;12337
PILAR DO SUL;2435
PIEDADE;4460
PIACATU;505
PERUÍBE;6438
PEREIRAS;694
PEREIRA BARRETO;2702
PENAPOLIS;7234
PEDRO DE TOLEDO;838
PEDRINHAS PAULISTA;281
PEDREIRA;5062
PEDREGULHO;1655
PEDRANÓPOLIS;366
PEDRA BELA;586
PEDERNEIRAS;3734
PAULO DE FARIA;1078
PAULISTÂNIA;176
PAULINIA;7768
PAULICÉIA;485
PATROCÍNIO PAULISTA;1488
PARISI;274
PARIQUERA-AÇÚ;3234
PARDINHO;589
PARAPUA;1121
PARANAPUÃ;347
PARANAPANEMA;1805
PARAISO;674
PARAIBUNA;1596
PARAGUAÇU PAULISTA;4020
PANORAMA;1266
PALMITAL;2630
PALMEIRA D'OESTE;1141
PALMARES PAULISTA;618
PALESTINA;1283
PACAEMBU;1468
OUROESTE;1044
OURO VERDE;1322
OURINHOS;11499
OSVALDO CRUZ;4099
OSCAR BRESSANE;450
OSASCO;60758
ORLÂNDIA;3985
ORINDIUVA;442
ORIENTE;803
ONDA VERDE;430
OLIMPIA;5842
ÓLEO;279
OCAUÇU;334
NUPORANGA;946
NOVO HORIZONTE;4129
NOVAIS;456
NOVA ODESSA;3919
NOVA LUZITÂNIA;296
NOVA INDEPENDÊNCIA;354
NOVA GUATAPORANGA;234
NOVA GRANADA;1845
NOVA EUROPA;692
NOVA CASTILHO;133
NOVA CANAÃ PAULISTA;246
NOVA CAMPINA;515
NOVA ALIANÇA;745
NIPOÃ;334
NHANDEARA;1429
NEVES PAULISTA;1294
NAZARE PAULISTA;1461
NATIVIDADE DA SERRA;950
NARANDIBA;422
NANTES;221
MURUTINGA DO SUL;552
MOTUCA;335
MORUNGABA;1165
MORRO AGUDO;2980
MONTEIRO LOBATO;556
MONTE MOR;3742
MONTE CASTELO;529
MONTE AZUL PAULISTA;2024
MONTE APRAZIVEL;3156
MONTE ALTO;5872
MONTE ALEGRE DO SUL;893
MONGAGUÁ;4028
MONÇÕES;321
MOMBUCA;419
MOGI MIRIM;10995
MOGI GUAÇU;14808
MOGI DAS CRUZES;36304
MOCOCA;8980
MIRASSOLANDIA;450
MIRASSOL;5656
MIRANTE DO PARANAPANEMA;1940
MIRANDOPOLIS;3713
MIRACATU;1583
MIRA ESTRELA;338
MINEIROS DO TIETÊ;1038
MIGUELÓPOLIS;2350
MESÓPOLIS;267
MERIDIANO;488
MENDONÇA;742
MAUA;33655
MATÃO;7436
MARTINÓPOLIS;2392
MARINÓPOLIS;276
MARILIA;34064
MARIAPOLIS;411
MARAPOAMA;398
MARACAI;1158
MARABA PAULISTA;328
MANDURI;918
MAIRIPORÃ;6936
MAIRINQUE;3720
MAGDA;386
MACEDÔNIA;385
MACAUBAL;996
MACATUBA;1524
LUTÉCIA;346
LUPERCIO;376
LUIZIÂNIA;480
LUIS ANTONIO;973
LUCIANÓPOLIS;214
LUCELIA;2366
LOUVEIRA;3074
LOURDES;283
LORENA;8736
LINS;10296
LINDOIA;777
LIMEIRA;27625
LENÇÓIS PAULISTA;5448
LEME;9326
LAVRINHAS;462
LAVINIA;569
LARANJAL PAULISTA;3199
LAGOINHA;588
JUQUITIBA;2622
JUQUIÁ;1719
JUNQUEIROPOLIS;2359
JUNDIAI;45462
JUMIRIM;252
JULIO MESQUITA;360
JOSE BONIFACIO;3609
JOÃO RAMALHO;309
JOANOPOLIS;1555
JERIQUARA;311
JAÚ;19716
JARINU;2589
JARDINOPOLIS;4219
JANDIRA;6740
JAMBEIRO;458
JALES;6606
JAGUARIUNA;4744
JACUPIRANGA;1258
JACI;995
JACAREÍ;20754
JABOTICABAL;8846
JABORANDI;596
ITUVERAVA;5816
ITUPEVA;3370
ITU;15645
ITOBI;856
ITIRAPUÃ;691
ITIRAPINA;1494
ITATINGA;1504
ITATIBA;11130
ITARIRI;1158
ITARARE;4716
ITAQUAQUECETUBA;13545
ITAPURA;417
ITAPUÍ;1096
ITAPORANGA;1767
ITAPOLIS;4420
ITAPIRAPUA PAULISTA;309
ITAPIRA;9804
ITAPEVI;13829
ITAPEVA;9047
ITAPETININGA;16438
ITAPECERICA DA SERRA;12370
ITAOCA;651
ITANHAÉM;10074
ITAJU;342
ITAJOBI;1796
ITAÍ;1917
ITABERA;1701
IRAPURU;747
IRAPUÃ;673
IRACEMÁPOLIS;2064
IPUÃ;1278
IPORANGA;1012
IPIGUA;402
IPEUNA;507
IPERÓ;1719
IPAUSSU;1248
INUBIA PAULISTA;442
INDIAPORÃ;600
INDIANA;561
INDAIATUBA;21734
ILHABELA;2039
ILHA SOLTEIRA;2986
ILHA COMPRIDA;747
IGUAPE;2961
IGARATA;858
IGARAPAVA;2931
IGARAÇÚ DO TIETÊ;1541
IEPE;959
ICEM;810
IBIÚNA;8716
IBITINGA;5759
IBIRAREMA;784
IBIRA;1328
IBATÉ;1948
IARAS;464
IACRI;685
IACANGA;1108
HORTOLANDIA;18526
HOLAMBRA;1104
HERCULANDIA;954
GUZOLANDIA;344
GUATAPARA;655
GUARULHOS;89874
GUARUJÁ;28272
GUARIBA;2660
GUAREÍ;1100
GUARATINGUETA;12658
GUARAREMA;2408
GUARARAPES;3065
GUARANTA;622
GUARANÍ D'OESTE;222
GUARACI;1020
GUARAÇAÍ;1006
GUARÁ;2123
GUAPIARA;1578
GUAPIAÇU;1774
GUAÍRA;3249
GUAIMBE;648
GUAIÇARA;836
GLICERIO;443
GETULINA;1220
GENERAL SALGADO;1444
GAVIÃO PEIXOTO;387
GASTAO VIDIGAL;359
GARÇA;5304
GÁLIA;924
GABRIEL MONTEIRO;287
FRANCO DA ROCHA;12807
FRANCISCO MORATO;10012
FRANCA;31088
FLORINEA;328
FLORIDA PAULISTA;1240
FLOREAL;434
FLORA RICA;315
FERRAZ DE VASCONCELOS;11160
FERNÃO;236
FERNANDÓPOLIS;10454
FERNANDO PRESTES;818
FARTURA;1940
EUCLIDES DA CUNHA PAULISTA;736
ESTRELA DO NORTE;239
ESTRELA D'OESTE;1043
ESTIVA GERBI;686
ESPÍRITO SANTO DO TURVO;274
ESPIRITO SANTO DO PINHAL;5616
ENGENHEIRO COELHO;1270
EMILIANÓPOLIS;318
EMBU-GUAÇU;5638
EMBU DAS ARTES;13710
EMBAÚBA;250
ELISIARIO;341
ELIAS FAUSTO;1294
ELDORADO;3281
ECHAPORÃ;948
DUMONT;1495
DUARTINA;1498
DRACENA;7587
DOURADO;1008
DOLCINÓPOLIS;250
DOIS CÓRREGOS;2642
DOBRADA;563
DIVINOLANDIA;1907
DIRCE REIS;229
DIADEMA;30466
DESCALVADO;3595
CUNHA;1899
CUBATÃO;9514
CRUZEIRO;7042
CRUZALIA;196
CRISTAIS PAULISTA;772
CRAVINHOS;3258
COTIA;18514
COSMORAMA;811
COSMOPOLIS;4208
CORUMBATAÍ;402
CORONEL MACEDO;492
COROADOS;382
CORDEIRÓPOLIS;2470
CONCHAS;2019
CONCHAL;2039
COLÔMBIA;649
COLINA;1805
CLEMENTINA;580
CHAVANTES;930
CHARQUEADA;1373
CESÁRIO LANGE;1297
CERQUILHO;3930
CERQUEIRA CÉSAR;1938
CEDRAL;1542
CATIGUA;613
CATANDUVA;19032
CASTILHO;2441
CASSIA DOS COQUEIROS;826
CASA BRANCA;4434
CARDOSO;1363
CARAPICUIBA;24935
CARAGUATATUBA;8231
CAPIVARI;4902
CAPELA DO ALTO;1269
CAPÃO BONITO;3679
CANITAR;274
CANDIDO RODRIGUES;340
CANDIDO MOTA;2710
CANAS;332
CANANÉIA;1198
CAMPOS NOVOS PAULISTA;406
CAMPOS DO JORDAO;4098
CAMPO LIMPO PAULISTA;5808
CAMPINAS;156230
CAMPINA DO MONTE ALEGRE;518
CAJURU;3208
CAJOBI;1081
CAJATI;1841
CAJAMAR;4597
CAIUÁ;610
CAIEIRAS;7178
CAIABU;444
CAFELÂNDIA;2016
CACONDE;2076
CACHOEIRA PAULISTA;3524
CAÇAPAVA;8862
CABREUVA;2805
CABRÁLIA PAULISTA;438
BURITIZAL;568
BURITAMA;1497
BURI;1452
BROTAS;2066
BRODOWSKI;2696
BREJO ALEGRE;356
BRAUNA;738
BRAGANÇA PAULISTA;19258
BOTUCATU;23619
BOREBI;268
BORBOREMA;1650
BORACÉIA;494
BORÁ;132
BOM SUCESSO DE ITARARÉ;250
BOM JESUS DOS PERDOES;1684
BOITUVA;4446
BOFETE;916
BOCAINA;1018
BOA ESPERANÇA DO SUL;1042
BIRITIBA MIRIM;1624
BIRIGUI;10762
BILAC;1071
BERTIOGA;4556
BERNARDINO DE CAMPOS;1382
BENTO DE ABREU;234
BEBEDOURO;8815
BAURU;55388
BATATAIS;6897
BASTOS;1858
BARUERI;24412
BARRINHA;2188
BARRETOS;21044
BARRA DO TURVO;1788
BARRA DO CHAPÉU;436
BARRA BONITA;3936
BARIRI;3940
BARBOSA;630
BARÃO DE ANTONINA;514
BANANAL;1328
BALSAMO;1013
BALBINOS;270
BADY BASSITT;1792
AVARÉ;10993
AVANHANDAVA;764
AVAÍ;1326
AURIFLAMA;1747
ATIBAIA;17700
ASSIS;13457
ASPÁSIA;238
ARUJA;5116
ARTUR NOGUEIRA;4142
ARIRANHA;957
AREIÓPOLIS;810
AREIAS;460
AREALVA;933
ARCO-IRIS;579
ARARAS;14516
ARARAQUARA;30186
ARAPEI;294
ARANDU;567
ARAMINA;536
ARAÇOIABA DA SERRA;2695
ARAÇATUBA;25699
ARAÇARIGUAMA;1174
APIAÍ;1894
APARECIDA D'OESTE;646
APARECIDA;3248
ANHUMAS;416
ANHEMBI;550
ANGATUBA;2107
ANDRADINA;7285
ANALÂNDIA;448
AMPARO;8796
AMERICO DE CAMPOS;664
AMÉRICO BRASILIENSE;3745
AMERICANA;25760
ALVINLANDIA;272
ALVARO DE CARVALHO;340
ÁLVARES MACHADO;2221
ALVARES FLORENCE;504
ALUMÍNIO;1154
ALTO ALEGRE;590
ALTINOPOLIS;2088
ALTAIR;392
ALFREDO MARCONDES;656
ALAMBARI;484
AGUDOS;5700
ÁGUAS DE SÃO PEDRO;786
ÁGUAS DE SANTA BÁRBARA;663
AGUAS DE LINDOIA;2099
AGUAS DA PRATA;1174
AGUAI;2848
ADOLFO;443
ADAMANTINA;5145
