Município;Qtd Dose
BRODOWSKI;3186
BREJO ALEGRE;456
BRAUNA;938
BRAGANÇA PAULISTA;22838
BOTUCATU;26749
BOREBI;328
BORBOREMA;1820
BORACÉIA;654
BORÁ;162
BOM SUCESSO DE ITARARÉ;300
BOM JESUS DOS PERDOES;2094
BOITUVA;5356
BOFETE;1176
BOCAINA;1328
BOA ESPERANÇA DO SUL;1152
BIRITIBA MIRIM;13884
BIRIGUI;14712
BILAC;1371
BERTIOGA;5696
BERNARDINO DE CAMPOS;1842
BENTO DE ABREU;304
BEBEDOURO;9735
BAURU;67678
BATATAIS;8307
BASTOS;2528
BARUERI;24412
BARRINHA;2568
BARRETOS;22384
BARRA DO TURVO;2378
BARRA DO CHAPÉU;536
BARRA BONITA;5256
BARIRI;5120
BARBOSA;860
BARÃO DE ANTONINA;584
BANANAL;1698
BALSAMO;1373
BALBINOS;300
BADY BASSITT;2292
AVARÉ;12913
AVANHANDAVA;1014
AVAÍ;1456
AURIFLAMA;2327
ATIBAIA;20780
ASSIS;16997
ASPÁSIA;308
ARUJA;7196
ARTUR NOGUEIRA;5062
ARIRANHA;1217
AREIÓPOLIS;950
AREIAS;570
AREALVA;1323
ARCO-IRIS;659
ARARAS;17296
ARARAQUARA;32676
ARAPEI;364
ARANDU;697
ARAMINA;666
ARAÇOIABA DA SERRA;3375
ARAÇATUBA;32559
ARAÇARIGUAMA;1434
APIAÍ;2394
APARECIDA D'OESTE;836
APARECIDA;4318
ANHUMAS;546
ANHEMBI;660
ANGATUBA;2597
ANDRADINA;9415
ANALÂNDIA;568
AMPARO;10496
AMERICO DE CAMPOS;934
AMÉRICO BRASILIENSE;4025
AMERICANA;30830
ALVINLANDIA;382
ALVARO DE CARVALHO;470
ÁLVARES MACHADO;3121
ALVARES FLORENCE;684
ALUMÍNIO;1424
ALTO ALEGRE;800
ALTINOPOLIS;2498
ALTAIR;422
ALFREDO MARCONDES;886
ALAMBARI;584
AGUDOS;6730
ÁGUAS DE SÃO PEDRO;926
ÁGUAS DE SANTA BÁRBARA;813
AGUAS DE LINDOIA;2569
AGUAS DA PRATA;1424
AGUAI;3518
ADOLFO;583
ADAMANTINA;6635
