Município;Qtd Dose
SALTO GRANDE;646
SALTO DE PIRAPORA;3396
SALTO;8739
SALTINHO;485
SALMOURÃO;354
SALESOPOLIS;783
SALES OLIVEIRA;1078
SALES;441
SAGRES;192
SABINO;627
RUBINÉIA;278
RUBIACEA;226
ROSEIRA;739
ROSANA;1530
RIVERSUL;383
RIOLANDIA;662
RIO GRANDE DA SERRA;2365
RIO DAS PEDRAS;1796
RIO CLARO;21036
RINOPOLIS;846
RINCÃO;771
RIFAINA;304
RIBEIRÃO PRETO;68916
RIBEIRÃO PIRES;9697
RIBEIRÃO GRANDE;346
RIBEIRÃO DOS INDIOS;339
RIBEIRÃO DO SUL;355
RIBEIRÃO CORRENTE;343
RIBEIRAO BRANCO;860
RIBEIRÃO BONITO;819
RIBEIRA;286
RESTINGA;424
REGISTRO;5403
REGINÓPOLIS;566
REGENTE FEIJÓ;1259
REDENCAO DA SERRA;306
RANCHARIA;2564
RAFARD;614
QUINTANA;550
QUELUZ;674
QUEIROZ;247
QUATÁ;1082
QUADRA;159
PROMISSÃO;3292
PRESIDENTE VENCESLAU;4379
PRESIDENTE PRUDENTE;27958
PRESIDENTE EPITÁCIO;2999
PRESIDENTE BERNARDES;1962
PRESIDENTE ALVES;431
PRATÂNIA;279
PRAIA GRANDE;19359
PRADOPOLIS;740
PRACINHA;177
POTIRENDABA;1611
POTIM;1437
PORTO FERREIRA;3835
PORTO FELIZ;3545
PORANGABA;759
POPULINA;480
PONTES GESTAL;186
PONTALINDA;206
PONTAL;2142
PONGAI;326
POMPEIA;2306
POLONI;559
POA;7195
PLATINA;229
PLANALTO;386
PITANGUEIRAS;2508
PIRATININGA;1824
PIRASSUNUNGA;7173
PIRAPOZINHO;1945
PIRAPORA DO BOM JESUS;1135
PIRANGI;978
PIRAJUÍ;2537
PIRAJÚ;2701
PIRACICABA;35262
PIRACAIA;1844
PIQUETE;1299
PIQUEROBI;504
PINHALZINHO;956
PINDORAMA;1712
PINDAMONHANGABA;10577
PILAR DO SUL;1733
PIEDADE;3060
PIACATU;412
PERUÍBE;4253
PEREIRAS;494
PEREIRA BARRETO;2227
PENAPOLIS;6042
PEDRO DE TOLEDO;684
PEDRINHAS PAULISTA;231
PEDREIRA;3991
PEDREGULHO;1275
PEDRANÓPOLIS;296
PEDRA BELA;436
PEDERNEIRAS;3102
PAULO DE FARIA;943
PAULISTÂNIA;146
PAULINIA;6248
PAULICÉIA;415
PATROCÍNIO PAULISTA;1145
PARISI;224
PARIQUERA-AÇÚ;2920
PARDINHO;437
PARAPUA;896
PARANAPUÃ;267
PARANAPANEMA;1425
PARAISO;562
PARAIBUNA;1316
PARAGUAÇU PAULISTA;3305
PANORAMA;1072
PALMITAL;2195
PALMEIRA D'OESTE;921
PALMARES PAULISTA;548
PALESTINA;1023
PACAEMBU;1206
OUROESTE;913
OURO VERDE;1182
OURINHOS;9699
OSVALDO CRUZ;3389
OSCAR BRESSANE;380
OSASCO;47674
ORLÂNDIA;2895
ORINDIUVA;397
ORIENTE;643
ONDA VERDE;370
OLIMPIA;4811
ÓLEO;229
OCAUÇU;272
NUPORANGA;773
NOVO HORIZONTE;3419
NOVAIS;386
NOVA ODESSA;2779
NOVA LUZITÂNIA;236
NOVA INDEPENDÊNCIA;300
NOVA GUATAPORANGA;184
NOVA GRANADA;1465
NOVA EUROPA;562
NOVA CASTILHO;103
NOVA CANAÃ PAULISTA;195
NOVA CAMPINA;385
NOVA ALIANÇA;595
NIPOÃ;283
NHANDEARA;1159
NEVES PAULISTA;1074
NAZARE PAULISTA;958
NATIVIDADE DA SERRA;790
NARANDIBA;362
NANTES;191
MURUTINGA DO SUL;449
MOTUCA;284
MORUNGABA;835
MORRO AGUDO;2450
MONTEIRO LOBATO;463
MONTE MOR;2711
MONTE CASTELO;419
MONTE AZUL PAULISTA;1680
MONTE APRAZIVEL;2712
MONTE ALTO;4351
MONTE ALEGRE DO SUL;630
MONGAGUÁ;2608
MONÇÕES;271
MOMBUCA;329
MOGI MIRIM;8535
MOGI GUAÇU;11344
MOGI DAS CRUZES;28082
MOCOCA;7040
MIRASSOLANDIA;366
MIRASSOL;4683
MIRANTE DO PARANAPANEMA;1637
MIRANDOPOLIS;3203
MIRACATU;1303
MIRA ESTRELA;278
MINEIROS DO TIETÊ;818
MIGUELÓPOLIS;1896
MESÓPOLIS;234
MERIDIANO;408
MENDONÇA;631
MAUA;26815
MATÃO;6243
MARTINÓPOLIS;1951
MARINÓPOLIS;241
MARILIA;30014
MARIAPOLIS;320
MARAPOAMA;346
MARACAI;958
MARABA PAULISTA;276
MANDURI;638
MAIRIPORÃ;5386
MAIRINQUE;2760
MAGDA;315
MACEDÔNIA;305
MACAUBAL;831
MACATUBA;1279
LUTÉCIA;286
LUPERCIO;295
LUIZIÂNIA;375
LUIS ANTONIO;790
LUCIANÓPOLIS;182
LUCELIA;1995
LOUVEIRA;2452
LOURDES;233
LORENA;7406
LINS;8896
LINDOIA;577
LIMEIRA;20675
LENÇÓIS PAULISTA;4568
LEME;7173
LAVRINHAS;401
LAVINIA;447
LARANJAL PAULISTA;2359
LAGOINHA;468
JUQUITIBA;2081
JUQUIÁ;1399
JUNQUEIROPOLIS;1959
JUNDIAI;34251
JUMIRIM;189
JULIO MESQUITA;279
JOSE BONIFACIO;3069
JOÃO RAMALHO;249
JOANOPOLIS;1162
JERIQUARA;241
JAÚ;17376
JARINU;1994
JARDINOPOLIS;3289
JANDIRA;5440
JAMBEIRO;385
JALES;5676
JAGUARIUNA;3602
JACUPIRANGA;1014
JACI;925
JACAREÍ;18062
JABOTICABAL;6546
JABORANDI;596
ITUVERAVA;4623
ITUPEVA;2640
ITU;12205
ITOBI;656
ITIRAPUÃ;521
ITIRAPINA;1130
ITATINGA;1141
ITATIBA;8699
ITARIRI;948
ITARARE;3523
ITAQUAQUECETUBA;10315
ITAPURA;337
ITAPUÍ;912
ITAPORANGA;1355
ITAPOLIS;3620
ITAPIRAPUA PAULISTA;219
ITAPIRA;7642
ITAPEVI;11479
ITAPEVA;7254
ITAPETININGA;12998
ITAPECERICA DA SERRA;10200
ITAOCA;511
ITANHAÉM;6923
ITAJU;282
ITAJOBI;1434
ITAÍ;1417
ITABERA;1241
IRAPURU;597
IRAPUÃ;543
IRACEMÁPOLIS;1593
IPUÃ;1027
IPORANGA;948
IPIGUA;311
IPEUNA;364
IPERÓ;1219
IPAUSSU;1018
INUBIA PAULISTA;362
INDIAPORÃ;509
INDIANA;461
INDAIATUBA;17102
ILHABELA;2039
ILHA SOLTEIRA;2594
ILHA COMPRIDA;617
IGUAPE;2429
IGARATA;735
IGARAPAVA;2141
IGARAÇÚ DO TIETÊ;1251
IEPE;779
ICEM;716
IBIÚNA;7093
IBITINGA;4929
IBIRAREMA;634
IBIRA;1078
IBATÉ;1648
IARAS;374
IACRI;555
IACANGA;935
HORTOLANDIA;15316
HOLAMBRA;854
HERCULANDIA;791
GUZOLANDIA;273
GUATAPARA;475
GUARULHOS;71352
GUARUJÁ;20341
GUARIBA;1995
GUAREÍ;850
GUARATINGUETA;10798
GUARAREMA;1743
GUARARAPES;2475
GUARANTA;512
GUARANÍ D'OESTE;172
GUARACI;1020
GUARAÇAÍ;815
GUARÁ;1663
GUAPIARA;1085
GUAPIAÇU;1514
GUAÍRA;2729
GUAIMBE;543
GUAIÇARA;672
GLICERIO;363
GETULINA;1046
GENERAL SALGADO;1253
GAVIÃO PEIXOTO;333
GASTAO VIDIGAL;289
GARÇA;4412
GÁLIA;760
GABRIEL MONTEIRO;237
FRANCO DA ROCHA;10977
FRANCISCO MORATO;8132
FRANCA;23294
FLORINEA;283
FLORIDA PAULISTA;1010
FLOREAL;353
FLORA RICA;255
FERRAZ DE VASCONCELOS;9215
FERNÃO;204
FERNANDÓPOLIS;9052
FERNANDO PRESTES;678
FARTURA;1456
EUCLIDES DA CUNHA PAULISTA;626
ESTRELA DO NORTE;189
ESTRELA D'OESTE;883
ESTIVA GERBI;496
ESPÍRITO SANTO DO TURVO;223
ESPIRITO SANTO DO PINHAL;4353
ENGENHEIRO COELHO;1009
EMILIANÓPOLIS;257
EMBU-GUAÇU;4348
EMBU DAS ARTES;10460
EMBAÚBA;200
ELISIARIO;281
ELIAS FAUSTO;971
ELDORADO;3061
ECHAPORÃ;808
DUMONT;1305
DUARTINA;1218
DRACENA;6617
DOURADO;818
DOLCINÓPOLIS;200
DOIS CÓRREGOS;2159
DOBRADA;450
DIVINOLANDIA;1397
DIRCE REIS;186
DIADEMA;24626
DESCALVADO;2985
CUNHA;1537
CUBATÃO;6872
CRUZEIRO;5891
CRUZALIA;166
CRISTAIS PAULISTA;582
CRAVINHOS;2468
COTIA;14892
COSMORAMA;637
COSMOPOLIS;3044
CORUMBATAÍ;300
CORONEL MACEDO;372
COROADOS;299
CORDEIRÓPOLIS;1900
CONCHAS;1469
CONCHAL;1509
COLÔMBIA;579
COLINA;1515
CLEMENTINA;465
CHAVANTES;736
CHARQUEADA;1023
CESÁRIO LANGE;937
CERQUILHO;2890
CERQUEIRA CÉSAR;1425
CEDRAL;1337
CATIGUA;490
CATANDUVA;16721
CASTILHO;2131
CASSIA DOS COQUEIROS;725
CASA BRANCA;3543
CARDOSO;1103
CARAPICUIBA;19145
CARAGUATATUBA;8226
CAPIVARI;3748
CAPELA DO ALTO;909
CAPÃO BONITO;2565
CANITAR;231
CANDIDO RODRIGUES;277
CANDIDO MOTA;2165
CANAS;280
CANANÉIA;1006
CAMPOS NOVOS PAULISTA;325
CAMPOS DO JORDAO;3634
CAMPO LIMPO PAULISTA;4408
CAMPINAS;126205
CAMPINA DO MONTE ALEGRE;378
CAJURU;2553
CAJOBI;901
CAJATI;1501
CAJAMAR;3703
CAIUÁ;529
CAIEIRAS;5768
CAIABU;354
CAFELÂNDIA;1656
CACONDE;1515
CACHOEIRA PAULISTA;2992
CAÇAPAVA;7631
CABREUVA;2085
CABRÁLIA PAULISTA;378
BURITIZAL;428
BURITAMA;1237
BURI;1052
BROTAS;1686
BRODOWSKI;2106
BREJO ALEGRE;306
BRAUNA;623
BRAGANÇA PAULISTA;15044
BOTUCATU;18864
BOREBI;236
BORBOREMA;1358
BORACÉIA;414
BORÁ;108
BOM SUCESSO DE ITARARÉ;189
BOM JESUS DOS PERDOES;1204
BOITUVA;3433
BOFETE;596
BOCAINA;828
BOA ESPERANÇA DO SUL;878
BIRITIBA MIRIM;1022
BIRIGUI;9001
BILAC;901
BERTIOGA;3396
BERNARDINO DE CAMPOS;1122
BENTO DE ABREU;184
BEBEDOURO;8815
BAURU;49334
BATATAIS;5127
BASTOS;1518
BARUERI;20631
BARRINHA;1768
BARRETOS;17642
BARRA DO TURVO;1688
BARRA DO CHAPÉU;293
BARRA BONITA;3313
BARIRI;3265
BARBOSA;527
BARÃO DE ANTONINA;414
BANANAL;1108
BALSAMO;833
BALBINOS;230
BADY BASSITT;1581
AVARÉ;8661
AVANHANDAVA;641
AVAÍ;1242
AURIFLAMA;1457
ATIBAIA;13750
ASSIS;11627
ASPÁSIA;188
ARUJA;3843
ARTUR NOGUEIRA;3131
ARIRANHA;815
AREIÓPOLIS;630
AREIAS;387
AREALVA;733
ARCO-IRIS;527
ARARAS;11126
ARARAQUARA;26033
ARAPEI;240
ARANDU;413
ARAMINA;366
ARAÇOIABA DA SERRA;1935
ARAÇATUBA;22359
ARAÇARIGUAMA;894
APIAÍ;1300
APARECIDA D'OESTE;543
APARECIDA;2684
ANHUMAS;346
ANHEMBI;406
ANGATUBA;1537
ANDRADINA;6215
ANALÂNDIA;298
AMPARO;6606
AMERICO DE CAMPOS;541
AMÉRICO BRASILIENSE;3445
AMERICANA;19845
ALVINLANDIA;220
ALVARO DE CARVALHO;277
ÁLVARES MACHADO;1791
ALVARES FLORENCE;404
ALUMÍNIO;842
ALTO ALEGRE;480
ALTINOPOLIS;1596
ALTAIR;340
ALFREDO MARCONDES;546
ALAMBARI;354
AGUDOS;5220
ÁGUAS DE SÃO PEDRO;584
ÁGUAS DE SANTA BÁRBARA;490
AGUAS DE LINDOIA;1498
AGUAS DA PRATA;754
AGUAI;2118
ADOLFO;391
ADAMANTINA;4335
