Município;Qtd Dose
RAFARD;1348
RANCHARIA;5118
REDENCAO DA SERRA;680
REGENTE FEIJÓ;2949
REGINÓPOLIS;908
REGISTRO;8093
RESTINGA;824
RIBEIRA;598
RIBEIRÃO BONITO;1393
RIBEIRAO BRANCO;1890
RIBEIRÃO CORRENTE;596
RIBEIRÃO DO SUL;828
RIBEIRÃO DOS INDIOS;599
RIBEIRÃO GRANDE;976
RIBEIRÃO PIRES;18617
RIBEIRÃO PRETO;122911
RIFAINA;644
RINCÃO;1244
RINOPOLIS;1486
RIO CLARO;37916
RIO DAS PEDRAS;3666
RIO GRANDE DA SERRA;4785
RIOLANDIA;1414
RIVERSUL;933
ROSANA;2400
ROSEIRA;1414
RUBIACEA;348
RUBINÉIA;488
SABINO;957
SAGRES;356
SALES;1074
SALES OLIVEIRA;2109
SALESOPOLIS;1723
SALMOURÃO;644
SALTINHO;1195
SALTO;16439
SALTO DE PIRAPORA;6476
SALTO GRANDE;1486
SANDOVALINA;533
SANTA ADÉLIA;2752
SANTA ALBERTINA;1022
SANTA BARBARA D'OESTE;24636
SANTA BRANCA;1878
SANTA CLARA D'OESTE;296
SANTA CRUZ DA CONCEIÇÃO;910
SANTA CRUZ DA ESPERANÇA;398
SANTA CRUZ DAS PALMEIRAS;4416
SANTA CRUZ DO RIO PARDO;8649
SANTA ERNESTINA;494
SANTA FÉ DO SUL;6722
SANTA GERTRUDES;2504
SANTA ISABEL;5337
SANTA LÚCIA;752
SANTA MARIA DA SERRA;868
SANTA MERCEDES;432
SANTA RITA DO PASSA QUATRO;6310
SANTA RITA D'OESTE;405
SANTA ROSA DE VITERBO;4325
SANTA SALETE;338
SANTANA DA PONTE PENSA;307
SANTANA DE PARNAIBA;9984
SANTO ANASTÁCIO;4043
SANTO ANDRÉ;134438
SANTO ANTONIO DA ALEGRIA;1308
SANTO ANTONIO DE POSSE;3024
SANTO ANTONIO DO ARACANGUA;942
SANTO ANTONIO DO JARDIM;1072
SANTO ANTONIO DO PINHAL;1006
SANTO EXPEDITO;648
SANTOPOLIS DO AGUAPEI;546
SANTOS;100199
SAO BENTO DO SAPUCAI;2000
SÃO BERNARDO DO CAMPO;123418
SÃO CAETANO DO SUL;49466
SÃO CARLOS;37089
SÃO FRANCISCO;480
SAO JOAO DA BOA VISTA;20467
SÃO JOÃO DAS DUAS PONTES;329
SÃO JOÃO DE IRACEMA;320
SÃO JOÃO DO PAU D'ALHO;448
SÃO JOAQUIM DA BARRA;9066
SÃO JOSÉ DA BELA VISTA;1120
SAO JOSE DO BARREIRO;673
SAO JOSE DO RIO PARDO;11200
SÃO JOSÉ DO RIO PRETO;93242
SÃO JOSÉ DOS CAMPOS;88788
SÃO LOURENÇO DA SERRA;1056
SAO LUIZ DO PARAITINGA;1770
SÃO MANUEL;6352
SÃO MIGUEL ARCANJO;4185
SÃO PAULO;1793560
SÃO PEDRO;6246
SÃO PEDRO DO TURVO;1176
SÃO ROQUE;15000
SÃO SEBASTIÃO;7670
SAO SEBASTIAO DA GRAMA;2031
SAO SIMAO;2752
SÃO VICENTE;40506
SARAPUÍ;1206
SARUTAIA;648
SEBASTIANÓPOLIS DO SUL;615
SERRA AZUL;1554
SERRA NEGRA;5737
SERRANA;5312
SERTAOZINHO;16910
SETE BARRAS;1364
SEVERÍNIA;1563
SILVEIRAS;1009
SOCORRO;7758
SOROCABA;101257
SUD MENNUCCI;1092
SUMARE;30367
SUZANAPOLIS;469
SUZANO;26069
TABAPUÃ;2172
TABATINGA;1719
TABOÃO DA SERRA;26277
TACIBA;936
TAGUAÍ;1547
TAIAÇU;1030
TAIUVA;1034
TAMBAU;3868
TANABI;4926
TAPIRAÍ;1243
TAPIRATIBA;2172
TAQUARAL;360
TAQUARITINGA;9169
TAQUARITUBA;3778
TAQUARIVAI;576
TARABAI;948
TARUMÃ;1624
TATUÍ;18797
TAUBATE;49924
TEJUPÁ;530
TEODORO SAMPAIO;2296
TERRA ROXA;1240
TIETÊ;11946
TIMBURI;544
TORRE DE PEDRA;517
TORRINHA;1566
TRABIJÚ;240
TREMEMBE;7904
TRÊS FRONTEIRAS;974
TUIUTI;1173
TUPA;13916
TUPI PAULISTA;3063
TURIUBA;347
TURMALINA;417
UBARANA;658
UBATUBA;9656
UBIRAJARA;614
UCHÔA;2009
UNIÃO PAULISTA;294
URÂNIA;1628
URU;264
URUPÊS;2679
VALENTIM GENTIL;1678
VALINHOS;19160
VALPARAISO;3739
VARGEM;1929
VARGEM GRANDE DO SUL;7198
VARGEM GRANDE PAULISTA;3610
VARZEA PAULISTA;11516
VERA CRUZ;1819
VINHEDO;12128
VIRADOURO;2080
VISTA ALEGRE DO ALTO;795
VITÓRIA BRASIL;263
VOTORANTIM;24608
VOTUPORANGA;21076
ZACARIAS;451
