Ds Municipio Maiusc;Dose;Contagem de Id Vacinacao
ANHUMAS;2° Dose;129
APARECIDA;1° Dose;2120
APARECIDA;2° Dose;933
APARECIDA D'OESTE;1° Dose;481
APARECIDA D'OESTE;2° Dose;194
APIAÍ;1° Dose;1381
APIAÍ;2° Dose;490
ARAÇARIGUAMA;1° Dose;813
ARAÇARIGUAMA;2° Dose;286
ARAÇATUBA;1° Dose;17656
ARAÇATUBA;2° Dose;7345
ARAÇOIABA DA SERRA;1° Dose;2020
ARAÇOIABA DA SERRA;2° Dose;552
ARAMINA;1° Dose;350
ARAMINA;2° Dose;116
ARANDU;1° Dose;414
ARANDU;2° Dose;124
ARAPEÍ;1° Dose;197
ARAPEÍ;2° Dose;71
ARARAQUARA;1° Dose;22614
ARARAQUARA;2° Dose;10074
ARARAS;1° Dose;10407
ARARAS;2° Dose;3966
ARCO-ÍRIS;1° Dose;320
ARCO-ÍRIS;2° Dose;207
AREALVA;1° Dose;677
AREALVA;2° Dose;226
AREIAS;1° Dose;223
AREIAS;2° Dose;81
AREIÓPOLIS;1° Dose;459
AREIÓPOLIS;2° Dose;209
ARIRANHA;1° Dose;743
ARIRANHA;2° Dose;313
ARTUR NOGUEIRA;1° Dose;2792
ARTUR NOGUEIRA;2° Dose;1017
ARUJÁ;1° Dose;3722
ARUJÁ;2° Dose;1338
ASPÁSIA;1° Dose;169
ASPÁSIA;2° Dose;70
ASSIS;1° Dose;9135
ASSIS;2° Dose;3834
ATIBAIA;1° Dose;11804
ATIBAIA;2° Dose;4866
AURIFLAMA;1° Dose;1117
AURIFLAMA;2° Dose;382
AVAÍ;1° Dose;682
AVAÍ;2° Dose;484
AVANHANDAVA;1° Dose;676
AVANHANDAVA;2° Dose;228
AVARÉ;1° Dose;7055
AVARÉ;2° Dose;2932
BADY BASSITT;1° Dose;1249
BADY BASSITT;2° Dose;602
BALBINOS;1° Dose;187
BALBINOS;2° Dose;65
BÁLSAMO;1° Dose;793
BÁLSAMO;2° Dose;309
BANANAL;1° Dose;896
BANANAL;2° Dose;321
BARÃO DE ANTONINA;1° Dose;290
BARÃO DE ANTONINA;2° Dose;134
BARBOSA;1° Dose;416
BARBOSA;2° Dose;201
BARIRI;1° Dose;2864
BARIRI;2° Dose;1060
BARRA BONITA;1° Dose;3128
BARRA BONITA;2° Dose;1234
BARRA DO CHAPÉU;1° Dose;254
BARRA DO CHAPÉU;2° Dose;57
BARRA DO TURVO;1° Dose;871
BARRA DO TURVO;2° Dose;493
BARRETOS;1° Dose;12684
BARRETOS;2° Dose;5637
BARRINHA;1° Dose;1373
BARRINHA;2° Dose;491
BARUERI;1° Dose;16488
BARUERI;2° Dose;6451
BASTOS;1° Dose;1487
BASTOS;2° Dose;532
BATATAIS;1° Dose;3379
BATATAIS;2° Dose;1337
BAURU;1° Dose;37019
BAURU;2° Dose;16510
BEBEDOURO;1° Dose;5728
BEBEDOURO;2° Dose;1436
BENTO DE ABREU;1° Dose;185
BENTO DE ABREU;2° Dose;57
BERNARDINO DE CAMPOS;1° Dose;963
BERNARDINO DE CAMPOS;2° Dose;405
BERTIOGA;1° Dose;2865
BERTIOGA;2° Dose;1206
BILAC;1° Dose;819
BILAC;2° Dose;298
BIRIGUI;1° Dose;7042
BIRIGUI;2° Dose;1738
BIRITIBA MIRIM;1° Dose;1456
BIRITIBA MIRIM;2° Dose;425
BOA ESPERANÇA DO SUL;1° Dose;699
BOA ESPERANÇA DO SUL;2° Dose;289
BOCAINA;1° Dose;780
BOCAINA;2° Dose;322
BOFETE;1° Dose;574
BOFETE;2° Dose;168
BOITUVA;1° Dose;2632
BOITUVA;2° Dose;1017
BOM JESUS DOS PERDÕES;1° Dose;1170
BOM JESUS DOS PERDÕES;2° Dose;325
BOM SUCESSO DE ITARARÉ;1° Dose;183
BOM SUCESSO DE ITARARÉ;2° Dose;63
BORÁ;1° Dose;104
BORÁ;2° Dose;38
BORACÉIA;1° Dose;361
BORACÉIA;2° Dose;99
BORBOREMA;1° Dose;1184
BORBOREMA;2° Dose;366
BOREBI;1° Dose;150
BOREBI;2° Dose;40
BOTUCATU;1° Dose;16363
BOTUCATU;2° Dose;6260
BRAGANÇA PAULISTA;1° Dose;12599
BRAGANÇA PAULISTA;2° Dose;4746
BRAÚNA;1° Dose;536
BRAÚNA;2° Dose;248
BREJO ALEGRE;1° Dose;278
BREJO ALEGRE;2° Dose;47
BRODOWSKI;1° Dose;1721
BRODOWSKI;2° Dose;776
BROTAS;1° Dose;1426
BROTAS;2° Dose;562
BURI;1° Dose;888
BURI;2° Dose;237
BURITAMA;1° Dose;1204
BURITAMA;2° Dose;466
BURITIZAL;1° Dose;404
BURITIZAL;2° Dose;160
CABRÁLIA PAULISTA;1° Dose;321
CABRÁLIA PAULISTA;2° Dose;119
CABREÚVA;1° Dose;1708
CABREÚVA;2° Dose;438
CAÇAPAVA;1° Dose;5156
CAÇAPAVA;2° Dose;2126
CACHOEIRA PAULISTA;1° Dose;2221
CACHOEIRA PAULISTA;2° Dose;773
CACONDE;1° Dose;1158
CACONDE;2° Dose;326
CAFELÂNDIA;1° Dose;860
CAFELÂNDIA;2° Dose;129
CAIABU;1° Dose;306
CAIABU;2° Dose;112
CAIEIRAS;1° Dose;4688
CAIEIRAS;2° Dose;1898
CAIUÁ;1° Dose;372
CAIUÁ;2° Dose;161
CAJAMAR;1° Dose;3030
CAJAMAR;2° Dose;749
CAJATI;1° Dose;1332
CAJATI;2° Dose;383
CAJOBI;1° Dose;821
CAJOBI;2° Dose;329
CAJURU;1° Dose;1953
CAJURU;2° Dose;731
CAMPINA DO MONTE ALEGRE;1° Dose;393
CAMPINA DO MONTE ALEGRE;2° Dose;109
CAMPINAS;1° Dose;104112
CAMPINAS;2° Dose;39948
CAMPO LIMPO PAULISTA;1° Dose;2906
CAMPO LIMPO PAULISTA;2° Dose;1357
CAMPOS DO JORDÃO;1° Dose;2960
CAMPOS DO JORDÃO;2° Dose;1316
CAMPOS NOVOS PAULISTA;1° Dose;350
CAMPOS NOVOS PAULISTA;2° Dose;109
CANANÉIA;1° Dose;849
CANANÉIA;2° Dose;321
CANAS;1° Dose;217
CANAS;2° Dose;96
CÂNDIDO MOTA;1° Dose;2066
CÂNDIDO MOTA;2° Dose;768
CÂNDIDO RODRIGUES;1° Dose;288
CÂNDIDO RODRIGUES;2° Dose;105
CANITAR;1° Dose;215
CANITAR;2° Dose;85
CAPÃO BONITO;1° Dose;2591
CAPÃO BONITO;2° Dose;846
CAPELA DO ALTO;1° Dose;741
CAPELA DO ALTO;2° Dose;258
CAPIVARI;1° Dose;3182
CAPIVARI;2° Dose;1163
CARAGUATATUBA;1° Dose;8241
CARAGUATATUBA;2° Dose;3084
CARAPICUÍBA;1° Dose;13755
CARAPICUÍBA;2° Dose;5064
CARDOSO;1° Dose;915
CARDOSO;2° Dose;340
CASA BRANCA;1° Dose;2496
CASA BRANCA;2° Dose;1027
CÁSSIA DOS COQUEIROS;1° Dose;252
CÁSSIA DOS COQUEIROS;2° Dose;74
CASTILHO;1° Dose;1427
CASTILHO;2° Dose;594
CATANDUVA;1° Dose;13420
CATANDUVA;2° Dose;5914
CATIGUÁ;1° Dose;593
CATIGUÁ;2° Dose;94
CEDRAL;1° Dose;943
CEDRAL;2° Dose;441
CERQUEIRA CÉSAR;1° Dose;1378
CERQUEIRA CÉSAR;2° Dose;537
CERQUILHO;1° Dose;1902
CERQUILHO;2° Dose;481
CESÁRIO LANGE;1° Dose;962
CESÁRIO LANGE;2° Dose;357
CHARQUEADA;1° Dose;820
CHARQUEADA;2° Dose;273
CHAVANTES;1° Dose;497
CHAVANTES;2° Dose;222
CLEMENTINA;1° Dose;457
CLEMENTINA;2° Dose;168
COLINA;1° Dose;867
COLINA;2° Dose;307
COLÔMBIA;1° Dose;433
COLÔMBIA;2° Dose;212
CONCHAL;1° Dose;1308
CONCHAL;2° Dose;485
CONCHAS;1° Dose;1262
CONCHAS;2° Dose;371
CORDEIRÓPOLIS;1° Dose;1534
CORDEIRÓPOLIS;2° Dose;326
COROADOS;1° Dose;346
COROADOS;2° Dose;103
CORONEL MACEDO;1° Dose;364
CORONEL MACEDO;2° Dose;133
CORUMBATAÍ;1° Dose;245
CORUMBATAÍ;2° Dose;110
COSMÓPOLIS;1° Dose;2785
COSMÓPOLIS;2° Dose;887
COSMORAMA;1° Dose;695
COSMORAMA;2° Dose;230
COTIA;1° Dose;9703
COTIA;2° Dose;3983
CRAVINHOS;1° Dose;1733
CRAVINHOS;2° Dose;575
CRISTAIS PAULISTA;1° Dose;539
CRISTAIS PAULISTA;2° Dose;219
CRUZÁLIA;1° Dose;185
CRUZÁLIA;2° Dose;52
CRUZEIRO;1° Dose;4966
CRUZEIRO;2° Dose;2033
CUBATÃO;1° Dose;6422
CUBATÃO;2° Dose;1859
CUNHA;1° Dose;1567
CUNHA;2° Dose;429
DESCALVADO;1° Dose;3019
DESCALVADO;2° Dose;1165
DIADEMA;1° Dose;18483
DIADEMA;2° Dose;6912
DIRCE REIS;1° Dose;184
DIRCE REIS;2° Dose;48
DIVINOLÂNDIA;1° Dose;1390
DIVINOLÂNDIA;2° Dose;488
DOBRADA;1° Dose;399
DOBRADA;2° Dose;126
DOIS CÓRREGOS;1° Dose;1860
DOIS CÓRREGOS;2° Dose;768
DOLCINÓPOLIS;1° Dose;222
DOLCINÓPOLIS;2° Dose;53
DOURADO;1° Dose;687
DOURADO;2° Dose;286
DRACENA;1° Dose;5223
DRACENA;2° Dose;2446
DUARTINA;1° Dose;1191
DUARTINA;2° Dose;463
DUMONT;1° Dose;512
DUMONT;2° Dose;175
ECHAPORÃ;1° Dose;508
ECHAPORÃ;2° Dose;168
ELDORADO;1° Dose;1807
ELDORADO;2° Dose;1365
ELIAS FAUSTO;1° Dose;804
ELIAS FAUSTO;2° Dose;259
ELISIÁRIO;1° Dose;255
ELISIÁRIO;2° Dose;99
EMBAÚBA;1° Dose;215
EMBAÚBA;2° Dose;66
EMBU DAS ARTES;1° Dose;8779
EMBU DAS ARTES;2° Dose;3632
EMBU-GUAÇU;1° Dose;3723
EMBU-GUAÇU;2° Dose;1326
EMILIANÓPOLIS;1° Dose;286
EMILIANÓPOLIS;2° Dose;99
ENGENHEIRO COELHO;1° Dose;903
ENGENHEIRO COELHO;2° Dose;362
ESPÍRITO SANTO DO PINHAL;1° Dose;3699
ESPÍRITO SANTO DO PINHAL;2° Dose;1585
ESPÍRITO SANTO DO TURVO;1° Dose;211
ESPÍRITO SANTO DO TURVO;2° Dose;80
ESTIVA GERBI;1° Dose;415
ESTIVA GERBI;2° Dose;151
ESTRELA DO NORTE;1° Dose;195
ESTRELA DO NORTE;2° Dose;69
ESTRELA D'OESTE;1° Dose;841
ESTRELA D'OESTE;2° Dose;315
EUCLIDES DA CUNHA PAULISTA;1° Dose;570
EUCLIDES DA CUNHA PAULISTA;2° Dose;202
FARTURA;1° Dose;1243
FARTURA;2° Dose;502
FERNANDO PRESTES;1° Dose;637
FERNANDO PRESTES;2° Dose;207
FERNANDÓPOLIS;1° Dose;8117
FERNANDÓPOLIS;2° Dose;3009
FERNÃO;1° Dose;179
FERNÃO;2° Dose;58
FERRAZ DE VASCONCELOS;1° Dose;6647
FERRAZ DE VASCONCELOS;2° Dose;3000
FLORA RICA;1° Dose;278
FLORA RICA;2° Dose;96
FLOREAL;1° Dose;385
FLOREAL;2° Dose;111
FLÓRIDA PAULISTA;1° Dose;961
FLÓRIDA PAULISTA;2° Dose;373
FLORÍNEA;1° Dose;259
FLORÍNEA;2° Dose;114
FRANCA;1° Dose;18551
FRANCA;2° Dose;6897
FRANCISCO MORATO;1° Dose;5623
FRANCISCO MORATO;2° Dose;2571
FRANCO DA ROCHA;1° Dose;8204
FRANCO DA ROCHA;2° Dose;3263
GABRIEL MONTEIRO;1° Dose;211
GABRIEL MONTEIRO;2° Dose;48
GÁLIA;1° Dose;611
GÁLIA;2° Dose;306
GARÇA;1° Dose;3645
GARÇA;2° Dose;1450
GASTÃO VIDIGAL;1° Dose;319
GASTÃO VIDIGAL;2° Dose;107
GAVIÃO PEIXOTO;1° Dose;311
GAVIÃO PEIXOTO;2° Dose;102
GENERAL SALGADO;1° Dose;1132
GENERAL SALGADO;2° Dose;448
GETULINA;1° Dose;738
GETULINA;2° Dose;254
GLICÉRIO;1° Dose;327
GLICÉRIO;2° Dose;140
GUAIÇARA;1° Dose;627
GUAIÇARA;2° Dose;191
GUAIMBÊ;1° Dose;450
GUAIMBÊ;2° Dose;171
GUAÍRA;1° Dose;2580
GUAÍRA;2° Dose;969
GUAPIAÇU;1° Dose;1202
GUAPIAÇU;2° Dose;426
GUAPIARA;1° Dose;947
GUAPIARA;2° Dose;270
GUARÁ;1° Dose;1468
GUARÁ;2° Dose;629
GUARAÇAÍ;1° Dose;795
GUARAÇAÍ;2° Dose;301
GUARACI;1° Dose;789
GUARACI;2° Dose;288
GUARANI D'OESTE;1° Dose;185
GUARANI D'OESTE;2° Dose;56
GUARANTÃ;1° Dose;483
GUARANTÃ;2° Dose;177
GUARARAPES;1° Dose;2420
GUARARAPES;2° Dose;824
GUARAREMA;1° Dose;1741
GUARAREMA;2° Dose;724
GUARATINGUETÁ;1° Dose;8599
GUARATINGUETÁ;2° Dose;3512
GUAREÍ;1° Dose;816
GUAREÍ;2° Dose;261
GUARIBA;1° Dose;1735
GUARIBA;2° Dose;709
GUARUJÁ;1° Dose;16684
GUARUJÁ;2° Dose;3896
GUARULHOS;1° Dose;52993
GUARULHOS;2° Dose;25759
GUATAPARÁ;1° Dose;448
GUATAPARÁ;2° Dose;137
GUZOLÂNDIA;1° Dose;320
GUZOLÂNDIA;2° Dose;87
HERCULÂNDIA;1° Dose;651
HERCULÂNDIA;2° Dose;189
HOLAMBRA;1° Dose;776
HOLAMBRA;2° Dose;302
HORTOLÂNDIA;1° Dose;9402
HORTOLÂNDIA;2° Dose;3335
IACANGA;1° Dose;792
IACANGA;2° Dose;292
IACRI;1° Dose;493
IACRI;2° Dose;192
IARAS;1° Dose;345
IARAS;2° Dose;134
IBATÉ;1° Dose;1591
IBATÉ;2° Dose;531
IBIRÁ;1° Dose;1058
IBIRÁ;2° Dose;340
IBIRAREMA;1° Dose;575
IBIRAREMA;2° Dose;239
IBITINGA;1° Dose;4357
IBITINGA;2° Dose;1763
IBIÚNA;1° Dose;4421
IBIÚNA;2° Dose;1359
ICÉM;1° Dose;610
ICÉM;2° Dose;231
IEPÊ;1° Dose;733
IEPÊ;2° Dose;293
IGARAÇU DO TIETÊ;1° Dose;996
IGARAÇU DO TIETÊ;2° Dose;307
IGARAPAVA;1° Dose;1917
IGARAPAVA;2° Dose;741
IGARATÁ;1° Dose;730
IGARATÁ;2° Dose;240
IGUAPE;1° Dose;2133
IGUAPE;2° Dose;729
ILHA COMPRIDA;1° Dose;744
ILHA COMPRIDA;2° Dose;212
ILHA SOLTEIRA;1° Dose;2247
ILHA SOLTEIRA;2° Dose;871
ILHABELA;1° Dose;1954
ILHABELA;2° Dose;924
INDAIATUBA;1° Dose;14567
INDAIATUBA;2° Dose;6098
INDIANA;1° Dose;389
INDIANA;2° Dose;146
INDIAPORÃ;1° Dose;495
INDIAPORÃ;2° Dose;156
INÚBIA PAULISTA;1° Dose;323
INÚBIA PAULISTA;2° Dose;134
IPAUSSU;1° Dose;969
IPAUSSU;2° Dose;358
IPERÓ;1° Dose;1277
IPERÓ;2° Dose;400
IPEÚNA;1° Dose;325
IPEÚNA;2° Dose;116
IPIGUÁ;1° Dose;357
IPIGUÁ;2° Dose;110
IPORANGA;1° Dose;539
IPORANGA;2° Dose;356
IPUÃ;1° Dose;875
IPUÃ;2° Dose;344
IRACEMÁPOLIS;1° Dose;1357
IRACEMÁPOLIS;2° Dose;514
IRAPUÃ;1° Dose;541
IRAPUÃ;2° Dose;218
IRAPURU;1° Dose;609
IRAPURU;2° Dose;184
ITABERÁ;1° Dose;1152
ITABERÁ;2° Dose;359
ITAÍ;1° Dose;1358
ITAÍ;2° Dose;467
ITAJOBI;1° Dose;1299
ITAJOBI;2° Dose;429
ITAJU;1° Dose;277
ITAJU;2° Dose;94
ITANHAÉM;1° Dose;6831
ITANHAÉM;2° Dose;2570
ITAOCA;1° Dose;353
ITAOCA;2° Dose;200
ITAPECERICA DA SERRA;1° Dose;7025
ITAPECERICA DA SERRA;2° Dose;3303
ITAPETININGA;1° Dose;11710
ITAPETININGA;2° Dose;4856
ITAPEVA;1° Dose;5956
ITAPEVA;2° Dose;2355
ITAPEVI;1° Dose;7339
ITAPEVI;2° Dose;2720
ITAPIRA;1° Dose;4367
ITAPIRA;2° Dose;1600
ITAPIRAPUÃ PAULISTA;1° Dose;215
ITAPIRAPUÃ PAULISTA;2° Dose;76
ITÁPOLIS;1° Dose;3500
ITÁPOLIS;2° Dose;1257
ITAPORANGA;1° Dose;1093
ITAPORANGA;2° Dose;387
ITAPUÍ;1° Dose;814
ITAPUÍ;2° Dose;319
ITAPURA;1° Dose;329
ITAPURA;2° Dose;122
ITAQUAQUECETUBA;1° Dose;7662
ITAQUAQUECETUBA;2° Dose;3173
ITARARÉ;1° Dose;2592
ITARARÉ;2° Dose;839
ITARIRI;1° Dose;939
ITARIRI;2° Dose;304
ITATIBA;1° Dose;6442
ITATIBA;2° Dose;2868
ITATINGA;1° Dose;974
ITATINGA;2° Dose;276
ITIRAPINA;1° Dose;1009
ITIRAPINA;2° Dose;470
ITIRAPUÃ;1° Dose;508
ITIRAPUÃ;2° Dose;143
ITOBI;1° Dose;509
ITOBI;2° Dose;207
ITU;1° Dose;10339
ITU;2° Dose;4075
ITUPEVA;1° Dose;1947
ITUPEVA;2° Dose;766
ITUVERAVA;1° Dose;2676
ITUVERAVA;2° Dose;1255
JABORANDI;1° Dose;515
JABORANDI;2° Dose;178
JABOTICABAL;1° Dose;5622
JABOTICABAL;2° Dose;2018
JACAREÍ;1° Dose;15802
JACAREÍ;2° Dose;5782
JACI;1° Dose;653
JACI;2° Dose;341
JACUPIRANGA;1° Dose;968
JACUPIRANGA;2° Dose;333
JAGUARIÚNA;1° Dose;2995
JAGUARIÚNA;2° Dose;627
JALES;1° Dose;4977
JALES;2° Dose;2074
JAMBEIRO;1° Dose;284
JAMBEIRO;2° Dose;144
JANDIRA;1° Dose;3384
JANDIRA;2° Dose;1093
JARDINÓPOLIS;1° Dose;2179
JARDINÓPOLIS;2° Dose;969
JARINU;1° Dose;1628
JARINU;2° Dose;508
JAÚ;1° Dose;12083
JAÚ;2° Dose;4924
JERIQUARA;1° Dose;238
JERIQUARA;2° Dose;86
JOANÓPOLIS;1° Dose;1012
JOANÓPOLIS;2° Dose;347
JOÃO RAMALHO;1° Dose;256
JOÃO RAMALHO;2° Dose;71
JOSÉ BONIFÁCIO;1° Dose;2559
JOSÉ BONIFÁCIO;2° Dose;937
JÚLIO MESQUITA;1° Dose;164
JÚLIO MESQUITA;2° Dose;76
JUMIRIM;1° Dose;205
JUMIRIM;2° Dose;65
JUNDIAÍ;1° Dose;25983
JUNDIAÍ;2° Dose;10685
JUNQUEIRÓPOLIS;1° Dose;1803
JUNQUEIRÓPOLIS;2° Dose;725
JUQUIÁ;1° Dose;1089
JUQUIÁ;2° Dose;263
JUQUITIBA;1° Dose;1829
JUQUITIBA;2° Dose;634
LAGOINHA;1° Dose;456
LAGOINHA;2° Dose;175
LARANJAL PAULISTA;1° Dose;2084
LARANJAL PAULISTA;2° Dose;796
LAVÍNIA;1° Dose;473
LAVÍNIA;2° Dose;145
LAVRINHAS;1° Dose;293
LAVRINHAS;2° Dose;95
LEME;1° Dose;6409
LEME;2° Dose;2674
LENÇÓIS PAULISTA;1° Dose;3950
LENÇÓIS PAULISTA;2° Dose;1574
LIMEIRA;1° Dose;15220
LIMEIRA;2° Dose;2742
LINDÓIA;1° Dose;583
LINDÓIA;2° Dose;206
LINS;1° Dose;7337
LINS;2° Dose;3160
LORENA;1° Dose;5670
LORENA;2° Dose;2241
LOURDES;1° Dose;235
LOURDES;2° Dose;94
LOUVEIRA;1° Dose;2008
LOUVEIRA;2° Dose;898
LUCÉLIA;1° Dose;1673
LUCÉLIA;2° Dose;610
LUCIANÓPOLIS;1° Dose;177
LUCIANÓPOLIS;2° Dose;61
LUÍS ANTÔNIO;1° Dose;617
LUÍS ANTÔNIO;2° Dose;270
LUIZIÂNIA;1° Dose;354
LUIZIÂNIA;2° Dose;109
LUPÉRCIO;1° Dose;297
LUPÉRCIO;2° Dose;105
LUTÉCIA;1° Dose;270
LUTÉCIA;2° Dose;96
MACATUBA;1° Dose;1182
MACATUBA;2° Dose;486
MACAUBAL;1° Dose;823
MACAUBAL;2° Dose;275
MACEDÔNIA;1° Dose;212
MACEDÔNIA;2° Dose;62
MAGDA;1° Dose;317
MAGDA;2° Dose;118
MAIRINQUE;1° Dose;2549
MAIRINQUE;2° Dose;917
MAIRIPORÃ;1° Dose;4505
MAIRIPORÃ;2° Dose;1640
MANDURI;1° Dose;709
MANDURI;2° Dose;225
MARABÁ PAULISTA;1° Dose;273
MARABÁ PAULISTA;2° Dose;83
MARACAÍ;1° Dose;910
MARACAÍ;2° Dose;294
MARAPOAMA;1° Dose;252
MARAPOAMA;2° Dose;92
MARIÁPOLIS;1° Dose;281
MARIÁPOLIS;2° Dose;96
MARÍLIA;1° Dose;19390
MARÍLIA;2° Dose;9708
MARINÓPOLIS;1° Dose;222
MARINÓPOLIS;2° Dose;93
MARTINÓPOLIS;1° Dose;1838
MARTINÓPOLIS;2° Dose;618
MATÃO;1° Dose;5447
MATÃO;2° Dose;2174
MAUÁ;1° Dose;19265
MAUÁ;2° Dose;8199
MENDONÇA;1° Dose;371
MENDONÇA;2° Dose;233
MERIDIANO;1° Dose;376
MERIDIANO;2° Dose;125
MESÓPOLIS;1° Dose;134
MESÓPOLIS;2° Dose;62
MIGUELÓPOLIS;1° Dose;1487
MIGUELÓPOLIS;2° Dose;517
MINEIROS DO TIETÊ;1° Dose;748
MINEIROS DO TIETÊ;2° Dose;272
MIRA ESTRELA;1° Dose;265
MIRA ESTRELA;2° Dose;92
MIRACATU;1° Dose;1183
MIRACATU;2° Dose;362
MIRANDÓPOLIS;1° Dose;2333
MIRANDÓPOLIS;2° Dose;1001
MIRANTE DO PARANAPANEMA;1° Dose;1315
MIRANTE DO PARANAPANEMA;2° Dose;513
MIRASSOL;1° Dose;4058
MIRASSOL;2° Dose;1547
MIRASSOLÂNDIA;1° Dose;394
MIRASSOLÂNDIA;2° Dose;132
MOCOCA;1° Dose;5622
MOCOCA;2° Dose;2256
MOGI DAS CRUZES;1° Dose;26212
MOGI DAS CRUZES;2° Dose;9813
MOGI GUAÇU;1° Dose;9459
MOGI GUAÇU;2° Dose;3865
MOGI MIRIM;1° Dose;7109
MOGI MIRIM;2° Dose;3060
MOMBUCA;1° Dose;224
MOMBUCA;2° Dose;98
MONÇÕES;1° Dose;253
MONÇÕES;2° Dose;98
MONGAGUÁ;1° Dose;3431
MONGAGUÁ;2° Dose;812
MONTE ALEGRE DO SUL;1° Dose;667
MONTE ALEGRE DO SUL;2° Dose;226
MONTE ALTO;1° Dose;3928
MONTE ALTO;2° Dose;1519
MONTE APRAZÍVEL;1° Dose;1800
MONTE APRAZÍVEL;2° Dose;949
MONTE AZUL PAULISTA;1° Dose;1351
MONTE AZUL PAULISTA;2° Dose;471
MONTE CASTELO;1° Dose;411
MONTE CASTELO;2° Dose;142
MONTE MOR;1° Dose;2628
MONTE MOR;2° Dose;741
MONTEIRO LOBATO;1° Dose;320
MONTEIRO LOBATO;2° Dose;126
MORRO AGUDO;1° Dose;1768
MORRO AGUDO;2° Dose;814
MORUNGABA;1° Dose;827
MORUNGABA;2° Dose;284
MOTUCA;1° Dose;270
MOTUCA;2° Dose;80
MURUTINGA DO SUL;1° Dose;452
MURUTINGA DO SUL;2° Dose;158
NANTES;1° Dose;186
NANTES;2° Dose;71
NARANDIBA;1° Dose;333
NARANDIBA;2° Dose;129
NATIVIDADE DA SERRA;1° Dose;491
NATIVIDADE DA SERRA;2° Dose;170
NAZARÉ PAULISTA;1° Dose;1126
NAZARÉ PAULISTA;2° Dose;281
NEVES PAULISTA;1° Dose;1013
NEVES PAULISTA;2° Dose;382
NHANDEARA;1° Dose;1149
NHANDEARA;2° Dose;395
NIPOÃ;1° Dose;276
NIPOÃ;2° Dose;69
NOVA ALIANÇA;1° Dose;589
NOVA ALIANÇA;2° Dose;226
NOVA CAMPINA;1° Dose;351
NOVA CAMPINA;2° Dose;142
NOVA CANAÃ PAULISTA;1° Dose;209
NOVA CANAÃ PAULISTA;2° Dose;55
NOVA CASTILHO;1° Dose;93
NOVA CASTILHO;2° Dose;43
NOVA EUROPA;1° Dose;570
NOVA EUROPA;2° Dose;212
NOVA GRANADA;1° Dose;1501
NOVA GRANADA;2° Dose;574
NOVA GUATAPORANGA;1° Dose;218
NOVA GUATAPORANGA;2° Dose;60
NOVA INDEPENDÊNCIA;1° Dose;243
NOVA INDEPENDÊNCIA;2° Dose;84
NOVA LUZITÂNIA;1° Dose;224
NOVA LUZITÂNIA;2° Dose;77
NOVA ODESSA;1° Dose;2557
NOVA ODESSA;2° Dose;1014
NOVAIS;1° Dose;262
NOVAIS;2° Dose;60
NOVO HORIZONTE;1° Dose;3145
NOVO HORIZONTE;2° Dose;1203
NUPORANGA;1° Dose;646
NUPORANGA;2° Dose;271
OCAUÇU;1° Dose;306
OCAUÇU;2° Dose;91
ÓLEO;1° Dose;234
ÓLEO;2° Dose;72
OLÍMPIA;1° Dose;4188
OLÍMPIA;2° Dose;1602
ONDA VERDE;1° Dose;315
