Paraíba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/set;168662;166309;163437;160891;158353;154799;150633;145784;141125;139222;139685;140286;142590;145900;146820;146095;145854;145592;144383;143069;141638;140096;138421;136618;134740;132850;130975;129131;127352;125638;123977;122357;120806;119337;117938;116585;115280;114037;112857;111727;110637;109584;108578;107623;106690;105768;104846;103920;102979;102016;101026
out/14;179647;178462;176564;173961;171120;168821;166472;163605;161067;158535;154986;150828;145990;141336;139435;139897;140495;142791;146092;147003;146278;146032;145772;144564;143254;141829;140293;138626;136830;134957;133073;131206;129366;127593;125884;124228;122613;121065;119600;118205;116855;115554;114315;113137;112010;110924;109872;108870;107916;106987;106066
15-19;180181;179690;179213;178663;177906;176866;175738;173905;171365;168594;166359;164079;161274;158798;156324;152835;148743;143971;139381;137542;138052;138687;140988;144283;145201;144493;144260;144011;142818;141528;140117;138599;136948;135168;133312;131444;129590;127766;126007;124311;122666;121064;119527;118072;116688;115347;114055;112824;111655;110533;109456
20-24;173748;172865;172164;171619;171184;170822;170503;170194;169814;169224;168356;167398;165747;163391;160802;158746;156643;154012;151709;149401;146089;142164;137535;133064;131297;131842;132500;134798;138080;139009;138333;138121;137894;136732;135473;134091;132603;130980;129230;127403;125566;123739;121942;120208;118535;116914;115333;113816;112379;111016;109691
25-29;162771;163438;163716;163639;163263;162632;161958;161458;161114;160871;160705;160575;160453;160259;159858;159182;158412;156962;154808;152428;150569;148652;146190;144024;141827;138607;134765;130225;125839;124120;124684;125359;127655;130923;131863;131217;131029;130824;129691;128466;127112;125658;124065;122347;120551;118743;116947;115179;113471;111824;110227
30-34;146459;149102;151306;153093;154535;155669;156451;156856;156907;156667;156170;155634;155264;155047;154926;154878;154866;154856;154780;154492;153935;153276;151942;149899;147616;145831;143975;141580;139475;137339;134188;130422;125960;121651;119977;120556;121244;123533;126783;127727;127109;126938;126751;125645;124448;123120;121693;120129;118440;116673;114892
35-39;126678;129229;132402;135926;139355;142394;145063;147298;149132;150625;151819;152663;153139;153267;153108;152691;152237;151942;151793;151741;151755;151806;151854;151834;151600;151097;150488;149211;147232;145012;143285;141483;139151;137098;135015;131928;128229;123843;119605;117972;118563;119261;121537;124764;125714;125118;124962;124788;123708;122532;121230
40-44;117636;118906;119809;120660;121920;123870;126417;129578;133076;136486;139514;142184;144429;146284;147803;149029;149911;150433;150610;150502;150142;149742;149500;149400;149396;149449;149543;149632;149651;149459;148998;148434;147207;145290;143132;141456;139709;137436;135433;133397;130372;126744;122435;118271;116677;117280;117984;120244;123440;124389;123813
45-49;103441;106372;108872;110977;112773;114338;115633;116571;117460;118747;120706;123246;126383;129845;133227;136237;138896;141141;143008;144546;145795;146709;147267;147491;147435;147134;146790;146601;146549;146588;146681;146810;146936;146990;146835;146416;145894;144717;142862;140771;139151;137459;135249;133301;131319;128364;124819;120597;116517;114971;115585
50-54;81115;84366;88135;92128;95907;99203;102078;104546;106641;108440;110018;111334;112310;113241;114554;116519;119043;122140;125547;128879;131852;134486;136723;138592;140145;141418;142367;142967;143241;143242;143004;142725;142591;142588;142670;142805;142970;143133;143224;143109;142734;142258;141141;139362;137350;135801;134181;132048;130169;128255;125392
55-59;67434;68600;70005;71741;73925;76598;79730;83355;87193;90833;94020;96817;99233;101299;103087;104662;105990;106994;107961;109285;111235;113717;116743;120064;123317;126226;128815;131024;132882;134437;135723;136694;137329;137652;137711;137537;137322;137244;137294;137419;137591;137791;137989;138115;138044;137714;137289;136244;134558;132645;131183
60-64;59066;60047;60655;61091;61655;62538;63686;65054;66730;68827;71378;74357;77797;81437;84897;87938;90617;92950;94950;96700;98244;99556;100569;101550;102864;104774;107181;110097;113290;116415;119218;121721;123864;125676;127203;128473;129444;130098;130450;130555;130439;130280;130252;130342;130500;130701;130925;131150;131302;131267;130981
65-69;45421;46648;48334;50215;51900;53173;54116;54732;55200;55781;56652;57766;59073;60662;62632;65022;67803;71001;74384;77603;80439;82950;85148;87049;88725;90208;91478;92477;93446;94727;96556;98839;101591;104589;107525;110165;112528;114557;116280;117742;118963;119910;120560;120926;121065;121000;120895;120909;121032;121213;121431
70-74;37086;37603;37705;37679;37931;38675;39808;41329;43013;44529;45689;46567;47174;47658;48245;49080;50126;51338;52798;54588;56754;59262;62136;65168;68053;70605;72874;74876;76620;78166;79537;80722;81667;82591;83794;85487;87580;90082;92799;95452;97845;99990;101837;103419;104765;105896;106780;107398;107763;107924;107906
