Santa Catarina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50-54;371747;386845;402923;418871;432994;444270;452967;459111;463242;466288;468928;471064;472614;474304;477137;481758;488189;496511;506624;518267;531158;545324;560922;576708;590870;602262;610883;616443;619671;621854;623832;625029;624964;623981;622500;620729;619001;617897;616188;611834;603745;591765;575270;558039;544082;535131;529241;525671;523870;522406;519545
55-59;300657;313465;325799;338102;351108;365156;380064;395926;411662;425622;436808;445477;451652;455858;459001;461737;463968;465616;467398;470289;474926;481328;489586;499604;511132;523900;537921;553344;568949;582948;594231;602783;608340;611600;613836;615866;617125;617144;616253;614874;613208;611578;610552;608923;604684;596773;585026;568842;551939;538268;529524
60-64;226374;238986;251820;264755;277634;290400;302938;315035;327108;339864;353631;368229;383752;399149;412826;423823;432380;438536;442784;445999;448810;451127;452885;454771;457742;462409;468788;476950;486806;498133;510660;524396;539488;554758;568450;579496;587884;593362;596613;598871;600926;602231;602320;601527;600255;598702;597187;596241;594704;590609;582930
65-69;159400;168191;178371;189598;201332;213221;225335;237675;250129;262538;274850;286959;298659;310355;322702;336014;350122;365104;379963;393177;403837;412177;418243;422505;425781;428669;431083;432956;434953;437976;442616;448883;456837;466394;477356;489468;502729;517284;532000;545185;555828;563922;569241;572432;574676;576726;578051;578209;577517;576374;574957
70-74;118497;122890;127091;131603;137160;144149;152424;161958;172451;183418;194547;205900;217481;229184;240860;252450;263866;274915;285976;297655;310229;323552;337680;351688;364159;374259;382210;388065;392253;395527;398423;400874;402820;404879;407892;412408;418432;426004;435057;445414;456842;469338;483031;496854;509230;519209;526806;531827;534880;537054;539052
75-79;79390;83133;87364;91849;96251;100447;104521;108455;112676;117807;124172;131654;140230;149641;159482;169482;179700;190139;200701;211251;221736;232071;242102;252161;262793;274227;286329;299148;311840;323145;332326;339595;345011;348960;352100;354887;357267;359202;361239;364134;368370;373942;380875;389115;398511;408870;420177;432547;445006;456141;465102
80-84;48805;50813;52925;55228;57821;60731;63981;67622;71466;75249;78871;82409;85865;89576;94032;99481;105835;113085;121009;129295;137729;146362;155203;164165;173126;182038;190839;199402;208011;217114;226903;237246;248181;258988;268603;276426;282658;287363;290867;293694;296216;298391;300198;302097;304729;308482;313348;319325;326376;334395;343222
85-89;22866;25053;26949;28666;30289;31885;33515;35240;37109;39184;41477;44013;46836;49813;52746;55572;58350;61091;64047;67560;71795;76699;82261;88321;94655;101116;107745;114548;121456;128377;135256;142066;148714;155411;162507;170134;178180;186669;195031;202458;208502;213347;217060;219880;222193;224266;226074;227605;229217;231402;234444
90+;10114;11100;12505;14150;15899;17656;19455;21327;23238;25158;27072;29037;31111;33295;35613;38053;40670;43523;46523;49557;52588;55689;58910;62358;66184;70452;75161;80326;85900;91828;98065;104639;111567;118781;126181;133707;141368;149122;157077;165409;174151;183220;192593;201944;210852;219076;226735;233905;240554;246672;252283
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;3153624;3197284;3241493;3285585;3330048;3375630;3421008;3465841;3510700;3554814;3598115;3640518;3681908;3722182;3761285;3799183;3835836;3871198;3905231;3937913;3969248;3999368;4028393;4056318;4083148;4108904;4133615;4157296;4179969;4201648;4222347;4242092;4260920;4278869;4295948;4312155;4327491;4341969;4355605;4368385;4380284;4391288;4401388;4410576;4418846;4426194;4432623;4438143;4442759;4446482;4449324
0-4;218849;219192;221760;224777;228256;233457;237946;241458;245222;247984;248937;249322;249366;248402;247153;245647;243939;242101;240193;238253;236314;234419;232605;230898;229322;227885;226605;225508;224607;223893;223351;222967;222741;222673;222740;222913;223155;223422;223685;223917;224097;224192;224182;224036;223756;223344;222805;222156;221399;220555;219645
05/set;229643;226907;225391;224774;224286;223007;223296;225805;228764;232181;237316;241741;245192;248895;251596;252490;252814;252799;251775;250464;248898;247137;245258;243328;241376;239441;237555;235744;234044;232476;231045;229768;228674;227778;227069;226531;226151;225927;225861;225931;226104;226350;226617;226882;227116;227299;227399;227388;227245;226966;226555
out/14;268382;262726;254559;245915;238941;234590;231786;230198;229510;228953;227603;227819;230251;233131;236469;241529;245876;249248;252877;255501;256317;256573;256505;255447;254116;252546;250788;248916;246986;245038;243107;241225;239418;237719;236152;234728;233452;232361;231467;230761;230224;229842;229621;229558;229627;229801;230047;230317;230584;230817;231002
15-19;279765;279308;279384;279251;277715;274105;268392;260175;251479;244449;240036;237163;235497;234726;234085;232651;232785;235125;237913;241156;246117;250378;253687;257273;259879;260695;260961;260901;259854;258532;256974;255222;253360;251440;249500;247572;245699;243900;242209;240645;239226;237956;236871;235980;235281;234747;234370;234151;234087;234162;234334
20-24;291047;292097;292246;291777;291068;290336;289755;289703;289440;287776;284044;278212;269887;261082;253932;249385;246366;244545;243609;242805;241210;241202;243438;246157;249367;254318;258582;261898;265491;268103;268929;269211;269164;268131;266825;265283;263545;261698;259793;257870;255952;254093;252304;250626;249074;247662;246402;245326;244443;243745;243219
25-29;289897;295067;298666;301019;302734;304204;305091;305077;304447;303572;302668;301915;301686;301242;299396;295495;289496;281016;272051;264728;259992;256796;254837;253805;252949;251358;251370;253618;256343;259561;264513;268779;272096;275690;278307;279143;279438;279404;278385;277091;275566;273844;272011;270119;268205;266304;264454;262677;261010;259467;258064
30-34;259654;267497;276106;284832;292729;299193;304231;307707;309944;311544;312898;313670;313537;312788;311800;310775;309899;309535;308959;306985;302961;296860;288317;279320;271996;267280;264122;262190;261183;260350;258783;258812;261071;263800;267019;271966;276231;279550;283144;285767;286613;286915;286891;285883;284603;283090;281381;279556;277677;275775;273886
35-39;237549;240980;245486;250999;257368;264436;272195;280709;289340;297150;303540;308508;311929;314117;315669;316973;317695;317513;316714;315676;314596;313671;313270;312677;310712;306736;300701;292231;283306;276045;271379;268260;266360;265378;264569;263029;263072;265338;268072;271294;276236;280498;283817;287413;290036;290886;291198;291184;290189;288922;287421
40-44;233006;234103;234828;235601;237010;239427;242858;247348;252827;259154;266167;273868;282313;290875;298621;304960;309890;313285;315454;316990;318276;318985;318811;318036;317036;316007;315143;314794;314249;312335;308420;302454;294068;285229;278042;273433;270361;268493;267538;266751;265239;265304;267575;270307;273527;278458;282709;286024;289611;292232;293088
45-49;219391;223802;227081;229434;231215;232702;233865;234654;235485;236937;239380;242810;247281;252726;259005;265959;273590;281959;290440;298111;304392;309284;312668;314852;316418;317746;318509;318395;317682;316747;315776;314969;314663;314164;312303;308454;302571;294289;285559;278469;273932;270912;269082;268153;267388;265909;265990;268260;270983;274189;279094
50-54;181713;188880;196491;204059;210841;216388;220815;224143;226564;228420;229980;231218;232086;232988;234490;236960;240394;244845;250248;256469;263347;270897;279180;287578;295185;301433;306315;309718;311938;313549;314919;315730;315672;315022;314153;313245;312496;312237;311784;309982;306216;300444;292304;283723;276764;272318;269367;267580;266680;265943;264501
55-59;145764;151923;157863;163779;170002;176683;183746;191237;198689;205385;210889;215309;218665;221140;223064;224695;226006;226948;227923;229473;231967;235392;239808;245154;251302;258096;265550;273714;281989;289483;295654;300487;303880;306113;307750;309149;310001;309998;309413;308614;307775;307089;306878;306473;304739;301083;295459;287516;279144;272370;268060
60-64;108298;114292;120387;126532;132661;138751;144744;150538;156312;162384;168893;175770;183058;190307;196834;202220;206569;209908;212403;214367;216040;217405;218418;219460;221058;223568;226968;231311;236544;242549;249173;256430;264366;272410;279693;285696;290407;293734;295946;297583;298989;299863;299905;299385;298659;297896;297283;297118;296761;295108;291597
65-69;74335;78538;83380;88695;94229;99818;105504;111294;117143;122983;128792;134521;140067;145609;151429;157661;164242;171203;178126;184372;189550;193757;197026;199511;201495;203199;204610;205688;206792;208416;210897;214212;218409;223436;229190;235531;242464;250040;257710;264651;270377;274881;278082;280234;281842;283227;284103;284188;283737;283099;282423
70-74;53012;55066;57040;59172;61797;65090;68966;73409;78274;83340;88467;93690;99023;104415;109808;115179;120485;125633;130789;136201;141989;148099;154550;160962;166758;171587;175538;178650;181054;183000;184684;186095;187201;188330;189935;192322;195467;199403;204092;209443;215329;221754;228762;235846;242252;247533;251693;254671;256699;258228;259552
75-79;33215;34898;36822;38866;40868;42765;44611;46405;48344;50696;53602;56994;60858;65079;69477;73934;78484;83143;87859;92585;97297;101957;106494;111049;115834;120944;126334;132014;137653;142756;147021;150537;153340;155545;157356;158930;160263;161336;162428;163937;166125;168963;172475;176631;181356;186547;192203;198361;204568;210171;214782
80-84;18792;19640;20531;21502;22596;23821;25199;26760;28412;30036;31584;33100;34595;36211;38149;40509;43242;46342;49716;53232;56802;60454;64204;68010;71829;75636;79411;83097;86809;90710;94876;99260;103872;108442;112574;116036;118910;121234;123096;124643;125991;127143;128092;129061;130372;132228;134599;137493;140896;144750;148978
85-89;8064;8864;9569;10215;10829;11436;12054;12711;13425;14221;15101;16085;17192;18365;19518;20622;21713;22798;23979;25385;27075;29022;31218;33602;36081;38608;41196;43860;46571;49295;52006;54703;57345;60011;62820;65819;68970;72278;75544;78492;80961;83025;84717;86093;87250;88260;89130;89861;90612;91617;93012
