Mato Grosso do Sul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;3408275;1678003;1730272;38601;34036;0.22;11.33;9.99;80.73;77.58;83.98;7.45;8.34;6.51;1.84;28.02;32.72;60.74;117.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;3415039;1681298;1733741;38386;34618;0.2;11.24;10.14;80.79;77.65;84.03;7.4;8.28;6.46;1.84;27.99;33.32;61.31;119.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;3421004;1684215;1736789;38148;35180;0.17;11.15;10.28;80.85;77.72;84.08;7.35;8.23;6.42;1.83;27.95;33.92;61.87;121.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;3426170;1686754;1739416;37896;35726;0.15;11.06;10.43;80.91;77.78;84.13;7.3;8.18;6.38;1.83;27.91;34.53;62.43;123.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;3430552;1688921;1741631;37657;36258;0.13;10.98;10.57;80.95;77.84;84.18;7.26;8.12;6.34;1.82;27.87;35.12;62.99;126.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;3434177;1690727;1743450;37422;36765;0.11;10.9;10.71;81;77.9;84.22;7.22;8.08;6.31;1.82;27.82;35.72;63.53;128.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;3437056;1692177;1744879;37174;37267;0.08;10.82;10.84;81.05;77.96;84.26;7.17;8.03;6.28;1.81;27.76;36.29;64.06;130.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;3439191;1693270;1745921;36926;37755;0.06;10.74;10.98;81.1;78.01;84.3;7.14;7.99;6.24;1.81;27.7;36.85;64.55;133.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;3440594;1694011;1746583;36678;38237;0.04;10.66;11.11;81.14;78.06;84.34;7.1;7.95;6.22;1.8;27.63;37.38;65.01;135.93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;2494745;2525762;2557442;2589069;2621214;2653928;2685454;2716534;2748023;2778986;2809394;2839188;2868279;2896624;2924238;2951121;2977257;3002639;3027261;3051133;3074275;3096709;3118455;3139518;3159898;3179599;3198627;3216992;3234690;3251697;3268004;3283622;3298572;3312848;3326410;3339241;3351345;3362728;3373384;3383280;3392392;3400723;3408275;3415039;3421004;3426170;3430552;3434177;3437056;3439191;3440594
0-4;201397;202264;205746;208658;211215;214990;216938;217856;219300;219770;219187;219250;219124;217923;216588;215152;213660;212196;210797;209451;208187;207015;205932;204952;204053;203228;202482;201832;201267;200759;200287;199850;199458;199098;198751;198397;198017;197591;197101;196550;195931;195240;194461;193590;192638;191617;190532;189394;188218;187019;185818
05/set;206899;206089;204806;203757;203362;202598;203452;206912;209807;212344;216099;218034;218939;220364;220819;220222;220270;220126;218909;217565;216112;214607;213133;211724;210383;209126;207964;206887;205914;205021;204202;203465;202818;202261;201758;201292;200859;200468;200117;199775;199424;199048;198626;198137;197590;196976;196289;195512;194642;193695;192675
out/14;225005;221251;216352;212343;209534;207650;206838;205548;204492;204089;203316;204158;207604;210484;213008;216750;218671;219567;220978;221420;220815;220851;220700;219482;218136;216684;215185;213718;212313;210976;209725;208563;207490;206521;205632;204816;204083;203439;202884;202383;201918;201486;201097;200752;200412;200060;199685;199267;198782;198234;197624
15-19;228960;229052;228824;228132;226767;224647;220915;216046;212065;209281;207419;206616;205336;204291;203896;203135;203986;207425;210303;212826;216562;218481;219378;220789;221238;220644;220687;220544;219339;218004;216563;215078;213619;212224;210894;209652;208499;207435;206471;205589;204783;204053;203415;202862;202366;201912;201480;201096;200754;200418;200067
20-24;222820;223892;225317;226835;228024;228593;228706;228497;227825;226483;224389;220692;215859;211912;209157;207311;206514;205245;204209;203818;203063;203916;207347;210227;212751;216491;218421;219328;220749;221210;220633;220688;220563;219373;218058;216632;215164;213721;212340;211026;209793;208656;207604;206650;205782;204979;204263;203630;203085;202600;202153
25-29;220109;221663;222308;222433;222663;223376;224447;225872;227390;228578;229143;229254;229045;228372;227035;224947;221269;216456;212523;209771;207924;207119;205858;204826;204450;203713;204579;208009;210895;213424;217163;219101;220016;221447;221918;221360;221426;221316;220143;218844;217434;215981;214554;213189;211886;210668;209541;208504;207561;206700;205904
30-34;203171;207318;211433;215269;218470;220840;222386;223031;223154;223385;224095;225158;226573;228079;229253;229811;229912;229697;229021;227680;225591;221927;217135;213228;210506;208688;207907;206675;205664;205309;204593;205473;208902;211788;214323;218056;219998;220921;222358;222837;222297;222374;222276;221118;219833;218440;217000;215587;214236;212946;211742
35-39;183931;187261;190988;195009;199160;203313;207439;211529;215350;218534;220896;222440;223087;223218;223448;224158;225221;226630;228122;229293;229845;229944;229735;229072;227753;225699;222084;217346;213484;210804;209016;208256;207051;206062;205729;205031;205924;209348;212232;214769;218495;220439;221363;222806;223296;222769;222859;222768;221626;220356;218978
40-44;170793;172905;175059;177363;179956;182907;186235;189950;193953;198087;202223;206331;210410;214212;217392;219749;221294;221954;222104;222349;223070;224143;225560;227066;228252;228832;228961;228783;228153;226871;224860;221298;216620;212815;210175;208427;207692;206508;205544;205233;204559;205462;208882;211756;214290;217998;219941;220871;222314;222810;222299
