Ceará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;9777877;4697657;5080220;98447;97826;-0.08;10.07;10;78.04;74.45;81.63;8.78;9.36;8.16;1.65;24.25;27.1;51.35;111.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2046;9767129;4691143;5075986;97652;99563;-0.11;10;10.19;78.13;74.55;81.7;8.75;9.34;8.14;1.65;24.12;27.94;52.06;115.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2047;9753853;4683466;5070387;96891;101325;-0.14;9.93;10.39;78.2;74.64;81.76;8.73;9.32;8.12;1.65;24.02;28.81;52.84;120.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2048;9738051;4674630;5063421;96138;103102;-0.16;9.87;10.59;78.28;74.74;81.82;8.71;9.3;8.1;1.65;23.95;29.72;53.67;123.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2049;9719721;4664640;5055081;95390;104879;-0.19;9.81;10.79;78.35;74.83;81.88;8.69;9.28;8.08;1.65;23.9;30.67;54.57;127.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2050;9698820;4653481;5045339;94569;106675;-0.22;9.75;11;78.42;74.92;81.93;8.68;9.27;8.07;1.64;23.87;31.66;55.53;133.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;9675292;4641128;5034164;93704;108447;-0.24;9.68;11.21;78.5;75;81.98;8.66;9.25;8.05;1.64;23.87;32.69;56.56;137.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2052;9649120;4627576;5021544;92845;110240;-0.27;9.62;11.42;78.56;75.08;82.04;8.65;9.24;8.04;1.64;23.88;33.76;57.64;140.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;9620296;4612827;5007469;91941;111985;-0.3;9.56;11.64;78.63;75.16;82.08;8.65;9.23;8.03;1.64;23.91;34.84;58.75;145.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;9588823;4596884;4991939;91017;113712;-0.33;9.49;11.86;78.69;75.24;82.13;8.64;9.22;8.02;1.64;23.95;35.93;59.88;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
