Rio de Janeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2054;18030039;8713673;9316366;163649;219737;-0.28;9.08;12.19;81.9;79.12;84.64;4.3;4.54;4.06;1.58;23.7;41.74;65.44;176.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2055;17975428;8689586;9285842;161900;221816;-0.3;9.01;12.34;81.95;79.17;84.7;4.23;4.46;3.99;1.57;23.69;42.38;66.07;178.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2056;17917092;8663602;9253490;160237;223774;-0.32;8.94;12.49;82;79.22;84.76;4.16;4.39;3.92;1.57;23.68;42.99;66.67;181.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2057;17855161;8635781;9219380;158558;225665;-0.35;8.88;12.64;82.05;79.27;84.82;4.1;4.32;3.86;1.56;23.67;43.57;67.23;183.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;17789635;8606114;9183521;156753;227480;-0.37;8.81;12.79;82.1;79.31;84.87;4.04;4.26;3.81;1.56;23.64;44.13;67.78;186.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2059;17720514;8574602;9145912;154929;229224;-0.39;8.74;12.94;82.15;79.35;84.93;3.98;4.19;3.75;1.55;23.62;44.72;68.35;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2060;17647842;8541262;9106580;153085;230916;-0.41;8.67;13.08;82.19;79.39;84.98;3.92;4.14;3.7;1.55;23.6;45.36;68.97;191.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixas etárias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;16303188;16405508;16510627;16616344;16726184;16841138;16947738;17051465;17159960;17264943;17366189;17463349;17556065;17644073;17727277;17805632;17879062;17947533;18011046;18069615;18123293;18172068;18215864;18254703;18288654;18317762;18342021;18361396;18375931;18385689;18390776;18391358;18387586;18379573;18367369;18351047;18330739;18306527;18278453;18246526;18210736;18171147;18127853;18080837;18030039;17975428;17917092;17855161;17789635;17720514;17647842
0-4;1061221;1059237;1063842;1071331;1084132;1103424;1113546;1118412;1127818;1129956;1123644;1122005;1119233;1107459;1094889;1081714;1068232;1054796;1041644;1028883;1016639;1004904;993567;982641;972148;962044;952370;943168;934402;926003;917946;910313;903201;896608;890469;884697;879210;873906;868675;863419;858012;852357;846422;840116;833381;826217;818633;810686;802413;793889;785211
05/set;1142673;1114390;1096176;1081567;1067956;1058561;1056661;1061337;1068887;1081738;1101069;1111252;1116185;1125646;1127852;1121611;1120037;1117322;1105615;1093114;1080007;1066586;1053197;1040089;1027366;1015160;1003466;992168;981276;970817;960745;951096;941924;933188;924809;916774;909163;902070;895496;889374;883617;878149;872863;867647;862405;857011;851369;845441;839148;832420;825273
out/14;1322857;1299088;1258293;1212720;1172632;1138744;1110588;1092476;1077966;1064445;1055135;1053317;1058063;1065675;1078586;1097963;1108198;1113194;1122711;1124982;1118805;1117289;1114632;1102969;1090516;1077443;1064044;1050679;1037600;1024899;1012715;1001045;989764;978889;968447;958390;948757;939600;930875;922508;914485;906883;899803;893241;887131;881377;875919;870642;865427;860193;854804
15-19;1287626;1295153;1309442;1324317;1330175;1321309;1297688;1257096;1211741;1171860;1138147;1110129;1092109;1077682;1064235;1054989;1053207;1057967;1065587;1078487;1097842;1108072;1113086;1122631;1124940;1118831;1117357;1114740;1103135;1090737;1077720;1064379;1051071;1038040;1025389;1013250;1001620;990379;979541;969132;959111;949510;940378;931682;923342;915346;907768;900708;894163;888069;882332
20-24;1320582;1312079;1303856;1297461;1295005;1297370;1304841;1319028;1333779;1339549;1330666;1307080;1266598;1221358;1181556;1147881;1119861;1101775;1087253;1073706;1064329;1062424;1067108;1074689;1087580;1106940;1117205;1122273;1131862;1134236;1128215;1126807;1124249;1112735;1100426;1087498;1074242;1061015;1048057;1035483;1023411;1011845;1000664;989887;979533;969566;960013;950926;942277;933981;926021
25-29;1382983;1377026;1366578;1353635;1341189;1331286;1322842;1314648;1308265;1305781;1308060;1315413;1329432;1344007;1349637;1340687;1317094;1276677;1231507;1191730;1158039;1129977;1111838;1097303;1083796;1074506;1072701;1077450;1085078;1097995;1117359;1127663;1132781;1142402;1144829;1138880;1137529;1135035;1123613;1111389;1098546;1085371;1072221;1059338;1046838;1034835;1023334;1012217;1001498;991201;981288
30-34;1340836;1357056;1368993;1376381;1379284;1377926;1372268;1362126;1349485;1337321;1327667;1319445;1311456;1305254;1302918;1305311;1312745;1326793;1341388;1347077;1338243;1314826;1274650;1229749;1190229;1156778;1128944;1110983;1096598;1083229;1074055;1072328;1077133;1084798;1097732;1117086;1127408;1132557;1142196;1144662;1138788;1137491;1135043;1123700;1111555;1098785;1085690;1072614;1059805;1047369;1035432
35-39;1206686;1226028;1251241;1279273;1305334;1326285;1342770;1355012;1362722;1365965;1364964;1359675;1349921;1337673;1325882;1316568;1308663;1300975;1295059;1292976;1295581;1303180;1317341;1332024;1337825;1329171;1306000;1266150;1221596;1182387;1149204;1121600;1103813;1089576;1076346;1067285;1065634;1070481;1078170;1091110;1110438;1120764;1125939;1135583;1138083;1132281;1131025;1128624;1117359;1105297;1092610
40-44;1158480;1160680;1162717;1166473;1174681;1188789;1208399;1233795;1261965;1288175;1309321;1326041;1338558;1346575;1350154;1349511;1344600;1335257;1323420;1312024;1303077;1295509;1288130;1282480;1280618;1283396;1291112;1305332;1320055;1325947;1317469;1294565;1255091;1210954;1172124;1139274;1111948;1094359;1080288;1067222;1058295;1056718;1061604;1069310;1082234;1101507;1111819;1117006;1126637;1129167;1123445
45-49;1116997;1123286;1127414;1130094;1132298;1134841;1137618;1140211;1144477;1153110;1167534;1187361;1212863;1241089;1267361;1288631;1305531;1318284;1326589;1330502;1330225;1325708;1316789;1305392;1294408;1285817;1278567;1271483;1266103;1264464;1267414;1275234;1289479;1304205;1310168;1301888;1279318;1240349;1196775;1158462;1126060;1099116;1081782;1067929;1055074;1046317;1044834;1049750;1057455;1070330;1089497
50-54;1013047;1032398;1049043;1063015;1074479;1083645;1090589;1095403;1098783;1101674;1104866;1108256;1111449;1116260;1125324;1140042;1160029;1185535;1213690;1239907;1261212;1278228;1291178;1299748;1303976;1304056;1299950;1291506;1280611;1270115;1261955;1255093;1248374;1243316;1241936;1245071;1252988;1267204;1281873;1287881;1279846;1257727;1219462;1176691;1139119;1107350;1080946;1063972;1050421;1037864;1029336
55-59;840178;867222;894760;921812;946914;969183;988803;1005831;1020271;1032271;1042020;1049595;1055086;1059166;1062748;1066593;1070606;1074407;1079755;1089215;1104141;1124154;1149486;1177358;1203323;1224500;1241496;1254529;1263293;1267812;1268255;1264600;1256703;1246407;1236483;1228828;1222414;1216119;1211433;1210335;1213644;1221615;1235717;1250218;1256230;1248489;1226962;1189679;1148030;1111491;1080613
60-64;662139;688522;713758;738406;763521;789600;816243;843353;870011;894818;916943;936553;953710;968391;980728;990884;998933;1004971;1009636;1013805;1018205;1022747;1027059;1032827;1042526;1057448;1077227;1102079;1129337;1154731;1175506;1192258;1205206;1214039;1218761;1219513;1216309;1209003;1199374;1190100;1183004;1177084;1171255;1166970;1166149;1169592;1177530;1191357;1205522;1211429;1204012
65-69;483380;502327;525796;552205;579175;605272;630657;655038;678920;703252;728494;754258;780461;806249;830310;851870;871100;888045;902682;915101;925438;933768;940194;945314;949942;954762;959697;964393;970459;980223;994907;1014139;1038112;1064301;1088701;1108725;1124943;1137578;1146316;1151137;1152165;1149417;1142789;1133965;1125468;1119031;1113688;1108401;1104568;1104034;1107565
70-74;381422;387954;393380;399511;408874;422792;440705;462611;487116;512146;536424;560121;582972;605423;628314;652032;676224;700818;725037;747695;768086;786376;802623;816772;828874;839044;847357;853928;859295;864204;869270;874430;879356;885542;895117;909204;927427;949931;974400;997175;1015905;1031147;1043124;1051524;1056295;1057520;1055252;1049421;1041580;1034053;1028413
75-79;273077;279632;287659;296332;304489;311663;318139;323750;330000;338980;351778;367920;387412;409086;431214;452734;473805;494228;514363;534911;556174;577854;599873;621563;641905;660284;676865;691714;704755;715999;725523;733410;739783;745106;750026;755073;760198;765109;771133;780145;793110;809657;829869;851714;872009;888729;902395;913235;920956;925445;926758
80-84;181088;185033;188652;192386;196703;201795;207752;214831;222387;229521;235872;241711;246943;252726;260667;271588;285121;301255;319083;337273;355012;372440;389426;406233;423403;441153;459241;477604;495697;512703;528130;542135;554780;565982;575710;584003;590956;596690;601580;606150;610818;615549;620104;625586;633536;644730;658802;675774;693971;710828;724730
85-89;85842;94758;101427;106601;110807;114435;117752;120912;124173;127830;131986;136715;142222;148040;153546;158492;163108;167379;172101;178369;186723;196890;208851;221970;235338;248410;261300;273944;286520;299390;312687;326228;339975;353516;366265;377876;388480;398152;406799;414358;420837;426338;430971;435004;438820;442705;446638;450446;454956;461321;470084
90+;42074;43639;47600;52824;58536;64218;69877;75595;81194;86551;91599;96502;101392;106314;111356;116531;121968;127855;133926;139858;145515;151136;156836;162951;169941;178019;187122;197273;208259;219798;231701;244035;256791;269969;283631;297732;312195;326990;341859;356484;370644;384409;397843;410732;422837;434040;444475;454262;463449;472133;480418
Homens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faixa/Ano;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
Total;7785937;7834418;7884719;7935688;7989111;8045483;8097888;8149121;8203078;8255502;8306271;8355190;8402060;8446747;8489194;8529367;8567223;8602738;8635898;8666702;8695184;8721327;8745073;8766434;8785446;8802132;8816490;8828504;8838196;8845593;8850750;8853747;8854647;8853506;8850351;8845210;8838138;8829174;8818332;8805598;8790956;8774431;8756060;8735820;8713673;8689586;8663602;8635781;8606114;8574602;8541262
0-4;542767;541827;544248;548136;554735;564647;569852;572369;577209;578328;575123;574308;572908;566900;560485;553759;546874;540010;533290;526771;520515;514516;508722;503138;497776;492612;487669;482965;478483;474189;470069;466167;462530;459159;456020;453068;450263;447551;444877;442189;439424;436531;433494;430267;426820;423153;419271;415204;410969;406605;402162
