Rondônia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40-44;55078;55761;56201;56576;57143;58073;59334;60963;62832;64743;66545;68273;69901;71414;72797;74052;75114;75926;76540;77001;77350;77618;77821;77982;78140;78307;78491;78742;78961;79040;78913;79265;78811;77730;76527;75427;73650;72241;71275;70398;69442;68519;68117;68045;68414;69197;69818;70413;71167;71565;71622
45-49;47816;49276;50655;51908;52983;53856;54531;54972;55348;55911;56831;58067;59665;61494;63363;65129;66824;68420;69905;71264;72499;73549;74354;74969;75437;75795;76078;76298;76476;76652;76832;77032;77298;77529;77622;77516;77879;77452;76408;75243;74182;72461;71097;70163;69316;68395;67501;67122;67062;67436;68216
50-54;37735;39457;41208;42940;44590;46113;47529;48869;50090;51142;51997;52664;53106;53488;54051;54956;56165;57725;59505;61323;63045;64698;66259;67712;69049;70266;71303;72107;72725;73201;73570;73867;74101;74297;74490;74683;74898;75176;75422;75531;75446;75820;75420;74422;73306;72288;70638;69328;68434;67624;66744
55-59;28412;29821;31279;32790;34352;35962;37605;39277;40934;42513;43973;45334;46625;47803;48821;49653;50305;50743;51128;51687;52571;53743;55252;56973;58730;60395;62001;63514;64928;66231;67419;68436;69228;69842;70322;70700;71008;71255;71463;71671;71880;72106;72395;72651;72774;72713;73090;72722;71778;70719;69753
60-64;20898;21793;22758;23803;24941;26182;27500;28867;30282;31746;33258;34800;36371;37929;39416;40793;42082;43309;44429;45403;46199;46832;47266;47655;48203;49063;50186;51627;53264;54933;56517;58046;59491;60842;62089;63231;64209;64977;65580;66058;66438;66755;67011;67234;67454;67673;67911;68208;68470;68606;68567
65-69;14925;15445;16056;16737;17467;18230;19046;19923;20876;21908;23038;24233;25478;26764;28099;29476;30883;32318;33744;35106;36372;37561;38695;39734;40643;41390;41992;42414;42800;43331;44148;45200;46538;48055;49596;51061;52480;53823;55082;56245;57314;58233;58964;59541;60009;60386;60709;60969;61201;61433;61661
70-74;10885;11099;11291;11503;11782;12155;12608;13136;13721;14353;15009;15714;16470;17293;18183;19157;20187;21260;22371;23524;24716;25935;27183;28421;29607;30713;31755;32756;33676;34485;35154;35701;36099;36469;36969;37714;38663;39853;41195;42556;43852;45108;46302;47425;48465;49424;50250;50918;51454;51893;52257
75-79;6864;7070;7319;7581;7820;8021;8201;8368;8552;8787;9093;9460;9883;10353;10860;11387;11951;12558;13219;13933;14716;15542;16402;17294;18224;19183;20167;21177;22179;23143;24045;24900;25724;26487;27162;27726;28191;28544;28876;29316;29954;30754;31746;32856;33982;35055;36096;37090;38029;38900;39707
80-84;3964;4036;4106;4185;4287;4412;4563;4746;4935;5109;5255;5390;5521;5664;5843;6067;6336;6642;6980;7345;7723;8132;8568;9048;9561;10127;10723;11344;11988;12662;13359;14074;14811;15541;16247;16909;17542;18153;18726;19234;19661;20019;20299;20571;20922;21421;22037;22787;23618;24460;25262
85-89;1630;1767;1861;1932;1986;2036;2084;2129;2183;2249;2327;2419;2528;2641;2744;2833;2915;3001;3094;3206;3345;3508;3693;3896;4118;4343;4590;4852;5145;5455;5797;6158;6533;6925;7335;7761;8197;8651;9098;9532;9942;10335;10721;11083;11408;11681;11915;12105;12294;12537;12870
90+;748;744;784;843;909;968;1024;1083;1140;1192;1240;1287;1334;1385;1438;1495;1560;1630;1706;1778;1844;1911;1984;2062;2147;2244;2351;2471;2601;2743;2891;3055;3232;3428;3637;3864;4108;4363;4636;4923;5225;5542;5870;6204;6537;6866;7194;7526;7849;8153;8432
